TIME;GEO;UNIT;EMISSION
2013;France;Thousand tonnes;443,517.88
2013;France;Thousand tonnes;506,379.31
2013;France;Thousand tonnes;490,190.8
2013;Croatia;Thousand tonnes;19,367.59
2013;Croatia;Thousand tonnes;24,784.83
2013;Croatia;Thousand tonnes;24,492.78
2013;Italy;Thousand tonnes;403,185.93
2013;Italy;Thousand tonnes;446,557.14
2013;Italy;Thousand tonnes;437,267.5
2013;Cyprus;Thousand tonnes;7,673.14
2013;Cyprus;Thousand tonnes;9,044.55
2013;Cyprus;Thousand tonnes;8,325.21
2013;Latvia;Thousand tonnes;10,765.95
2013;Latvia;Thousand tonnes;11,293.52
2013;Latvia;Thousand tonnes;10,913.73
2013;Lithuania;Thousand tonnes;9,982.12
2013;Lithuania;Thousand tonnes;20,158.96
2013;Lithuania;Thousand tonnes;19,946.1
2013;Luxembourg;Thousand tonnes;10,695.71
2013;Luxembourg;Thousand tonnes;12,297.26
2013;Luxembourg;Thousand tonnes;11,142.19
2013;Hungary;Thousand tonnes;53,990.26
2013;Hungary;Thousand tonnes;57,922.12
2013;Hungary;Thousand tonnes;57,428.46
2013;Malta;Thousand tonnes;2,785.47
2013;Malta;Thousand tonnes;3,124.64
2013;Malta;Thousand tonnes;2,788.44
2013;Netherlands;Thousand tonnes;202,043.55
2013;Netherlands;Thousand tonnes;206,328.44
2013;Netherlands;Thousand tonnes;195,807.03
2013;Austria;Thousand tonnes;74,621.03
2013;Austria;Thousand tonnes;81,595.47
2013;Austria;Thousand tonnes;79,599.18
2013;Poland;Thousand tonnes;357,304.53
2013;Poland;Thousand tonnes;396,420.36
2013;Poland;Thousand tonnes;394,891.52
2013;Portugal;Thousand tonnes;55,681.89
2013;Portugal;Thousand tonnes;67,894.8
2013;Portugal;Thousand tonnes;65,071.46
2013;Romania;Thousand tonnes;85,989.86
2013;Romania;Thousand tonnes;111,422.62
2013;Romania;Thousand tonnes;110,929.05
2013;Slovenia;Thousand tonnes;13,419.98
2013;Slovenia;Thousand tonnes;18,239.37
2013;Slovenia;Thousand tonnes;18,165.82
2013;Slovakia;Thousand tonnes;35,777.88
2013;Slovakia;Thousand tonnes;43,764
2013;Slovakia;Thousand tonnes;43,679.16
2013;Finland;Thousand tonnes;42,609.18
2013;Finland;Thousand tonnes;64,958.12
2013;Finland;Thousand tonnes;62,988.9
2013;Sweden;Thousand tonnes;14,222.71
2013;Sweden;Thousand tonnes;58,043
2013;Sweden;Thousand tonnes;55,774.13
2013;United Kingdom;Thousand tonnes;566,819.82
2013;United Kingdom;Thousand tonnes;604,271.68
2013;United Kingdom;Thousand tonnes;572,068.31
2013;Iceland;Thousand tonnes;16,431.55
2013;Iceland;Thousand tonnes;5,065.91
2013;Iceland;Thousand tonnes;4,559.63
