2009;Slovakia;Thousand tonnes;39498.73
2009;Finland;Thousand tonnes;28015.85
2009;Sweden;Thousand tonnes;14536.69
2009;United Kingdom;Thousand tonnes;596941.79
2009;Iceland;Thousand tonnes;16891.4
2010;European Union (28 countries);Thousand tonnes;4471947.5
2010;European Union (15 countries);Thousand tonnes;3626890.92
2010;Belgium;Thousand tonnes;129519.61
2010;Bulgaria;Thousand tonnes;51866.02
2010;Czech Republic;Thousand tonnes;130330.63
2010;Denmark;Thousand tonnes;65486.4
2010;Germany;Thousand tonnes;924995.07
2010;Estonia;Thousand tonnes;14970.68
2010;Ireland;Thousand tonnes;67186.28
2010;Greece;Thousand tonnes;116363.65
2010;Spain;Thousand tonnes;323053.85
2010;France;Thousand tonnes;476977.49
2010;Croatia;Thousand tonnes;22065.71
2010;Italy;Thousand tonnes;472283.31
2010;Cyprus;Thousand tonnes;9284.26
2010;Latvia;Thousand tonnes;12778.46
2010;Lithuania;Thousand tonnes;9698.05
2010;Luxembourg;Thousand tonnes;11830.94
2010;Hungary;Thousand tonnes;61468.95
2010;Malta;Thousand tonnes;3022.53
2010;Netherlands;Thousand tonnes;219714.98
2010;Austria;Thousand tonnes;78621.27
2010;Poland;Thousand tonnes;379924.1
2010;Portugal;Thousand tonnes;58947.63
2010;Romania;Thousand tonnes;93527.93
2010;Slovenia;Thousand tonnes;14606.28
2010;Slovakia;Thousand tonnes;41513
2010;Finland;Thousand tonnes;49028.45
2010;Sweden;Thousand tonnes;21174.47
2010;United Kingdom;Thousand tonnes;611707.52
2010;Iceland;Thousand tonnes;16654.7
2011;European Union (28 countries);Thousand tonnes;4314550.44
2011;European Union (15 countries);Thousand tonnes;3472488.18
2011;Belgium;Thousand tonnes;119269.73
2011;Bulgaria;Thousand tonnes;57114.84
2011;Czech Republic;Thousand tonnes;127625.63
2011;Denmark;Thousand tonnes;58192.75
2011;Germany;Thousand tonnes;905616.09
2011;Estonia;Thousand tonnes;17322.36
2011;Ireland;Thousand tonnes;65684.59
2011;Greece;Thousand tonnes;113227.63
2011;Spain;Thousand tonnes;321415.11
2011;France;Thousand tonnes;445654.8
2011;Croatia;Thousand tonnes;22531.52
2011;Italy;Thousand tonnes;465828.52
2011;Cyprus;Thousand tonnes;9054.78
2011;Latvia;Thousand tonnes;11642.5
2011;Lithuania;Thousand tonnes;10264.41
2011;Luxembourg;Thousand tonnes;11662.9
2011;Hungary;Thousand tonnes;60220.18
2011;Malta;Thousand tonnes;3074.72
2011;Netherlands;Thousand tonnes;206083.59
2011;Austria;Thousand tonnes;76143.12
2011;Poland;Thousand tonnes;370112.09
2011;Portugal;Thousand tonnes;55255.25
2011;Romania;Thousand tonnes;98032.77
2011;Slovenia;Thousand tonnes;14689.07
2011;Slovakia;Thousand tonnes;40377.38
2011;Finland;Thousand tonnes;41848.37
2011;Sweden;Thousand tonnes;21940.27
2011;United Kingdom;Thousand tonnes;564665.45
2011;Iceland;Thousand tonnes;16435.08
2012;European Union (28 countries);Thousand tonnes;4250374.61
2012;European Union (15 countries);Thousand tonnes;3434952.51
2012;Belgium;Thousand tonnes;115378.74
2012;Bulgaria;Thousand tonnes;52036.14
2012;Czech Republic;Thousand tonnes;123560.41
2012;Denmark;Thousand tonnes;54869.74
2012;Germany;Thousand tonnes;912347.09
2012;Estonia;Thousand tonnes;17944.74
2012;Ireland;Thousand tonnes;65143.67
2012;Greece;Thousand tonnes;109804.56
2012;Spain;Thousand tonnes;314961.29
2012;France;Thousand tonnes;440634.59
2012;Croatia;Thousand tonnes;20468.71
2012;Italy;Thousand tonnes;448114.69
2012;Cyprus;Thousand tonnes;8491.42
2012;Latvia;Thousand tonnes;10549.81
2012;Lithuania;Thousand tonnes;12322.09
2012;Luxembourg;Thousand tonnes;11301.4
2012;Hungary;Thousand tonnes;55681.36
2012;Malta;Thousand tonnes;3168.43
2012;Netherlands;Thousand tonnes;202443.58
2012;Austria;Thousand tonnes;73776.93
2012;Poland;Thousand tonnes;364306.67
2012;Portugal;Thousand tonnes;56801.04
2012;Romania;Thousand tonnes;96358.43
2012;Slovenia;Thousand tonnes;14143.49
2012;Slovakia;Thousand tonnes;36390.4
2012;Finland;Thousand tonnes;34492.4
2012;Sweden;Thousand tonnes;14295.28
2012;United Kingdom;Thousand tonnes;580587.54
2012;Iceland;Thousand tonnes;16478.06
2013;European Union (28 countries);Thousand tonnes;4158830.79
2013;European Union (15 countries);Thousand tonnes;3373392
2013;Belgium;Thousand tonnes;115667.08
2013;Bulgaria;Thousand tonnes;46568.72
2013;Czech Republic;Thousand tonnes;120402.15
2013;Denmark;Thousand tonnes;56974.19
2013;Germany;Thousand tonnes;934978.99
2013;Estonia;Thousand tonnes;21411.12
2013;Ireland;Thousand tonnes;62627.98
2013;Greece;Thousand tonnes;101791.95
2013;Spain;Thousand tonnes;287954.1
2013;France;Thousand tonnes;443517.88
2013;Croatia;Thousand tonnes;19367.59
2013;Italy;Thousand tonnes;403185.93
2013;Cyprus;Thousand tonnes;7673.14
2013;Latvia;Thousand tonnes;10765.95
2013;Lithuania;Thousand tonnes;9982.12
2013;Luxembourg;Thousand tonnes;10695.71
2013;Hungary;Thousand tonnes;53990.26
2013;Malta;Thousand tonnes;2785.47
2013;Netherlands;Thousand tonnes;202043.55
2013;Austria;Thousand tonnes;74621.03
2013;Poland;Thousand tonnes;357304.53
2013;Portugal;Thousand tonnes;55681.89
2013;Romania;Thousand tonnes;85989.86
2013;Slovenia;Thousand tonnes;13419.98
2013;Slovakia;Thousand tonnes;35777.88
2013;Finland;Thousand tonnes;42609.18
2013;Sweden;Thousand tonnes;14222.71
2013;United Kingdom;Thousand tonnes;566819.82
2013;Iceland;Thousand tonnes;16431.55
