"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value","Flag and Footnotes"
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Manufacturing","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Transportation and storage","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Information and communication","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Real estate activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Administrative and support service activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Education","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Human health and social work activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Other service activities","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Total - All NACE activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Agriculture, forestry and fishing","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Mining and quarrying","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Manufacturing","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Transportation and storage","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Accommodation and food service activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Information and communication","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Financial and insurance activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Real estate activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Professional, scientific and technical activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Administrative and support service activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Education","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Human health and social work activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Arts, entertainment and recreation","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Other service activities","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Estonia","Nitrogen oxides","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Estonia","Methane","Total - All NACE activities","Tonne",":",""
"2005","Estonia","Methane","Agriculture, forestry and fishing","Tonne",":",""
"2005","Estonia","Methane","Mining and quarrying","Tonne",":",""
"2005","Estonia","Methane","Manufacturing","Tonne",":",""
"2005","Estonia","Methane","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Estonia","Methane","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Estonia","Methane","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Estonia","Methane","Transportation and storage","Tonne",":",""
"2005","Estonia","Methane","Accommodation and food service activities","Tonne",":",""
"2005","Estonia","Methane","Information and communication","Tonne",":",""
"2005","Estonia","Methane","Financial and insurance activities","Tonne",":",""
"2005","Estonia","Methane","Real estate activities","Tonne",":",""
"2005","Estonia","Methane","Professional, scientific and technical activities","Tonne",":",""
"2005","Estonia","Methane","Administrative and support service activities","Tonne",":",""
"2005","Estonia","Methane","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Estonia","Methane","Education","Tonne",":",""
"2005","Estonia","Methane","Human health and social work activities","Tonne",":",""
"2005","Estonia","Methane","Arts, entertainment and recreation","Tonne",":",""
"2005","Estonia","Methane","Other service activities","Tonne",":",""
"2005","Estonia","Methane","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Estonia","Methane","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Estonia","Nitrous oxide","Total - All NACE activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Estonia","Nitrous oxide","Mining and quarrying","Tonne",":",""
"2005","Estonia","Nitrous oxide","Manufacturing","Tonne",":",""
"2005","Estonia","Nitrous oxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Estonia","Nitrous oxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Estonia","Nitrous oxide","Transportation and storage","Tonne",":",""
"2005","Estonia","Nitrous oxide","Accommodation and food service activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Information and communication","Tonne",":",""
"2005","Estonia","Nitrous oxide","Financial and insurance activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Real estate activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Administrative and support service activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Estonia","Nitrous oxide","Education","Tonne",":",""
"2005","Estonia","Nitrous oxide","Human health and social work activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Estonia","Nitrous oxide","Other service activities","Tonne",":",""
"2005","Estonia","Nitrous oxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Estonia","Nitrous oxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Estonia","Carbon dioxide","Total - All NACE activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Estonia","Carbon dioxide","Mining and quarrying","Tonne",":",""
"2005","Estonia","Carbon dioxide","Manufacturing","Tonne",":",""
"2005","Estonia","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Estonia","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Estonia","Carbon dioxide","Transportation and storage","Tonne",":",""
"2005","Estonia","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Information and communication","Tonne",":",""
"2005","Estonia","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Real estate activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Administrative and support service activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Estonia","Carbon dioxide","Education","Tonne",":",""
"2005","Estonia","Carbon dioxide","Human health and social work activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Estonia","Carbon dioxide","Other service activities","Tonne",":",""
"2005","Estonia","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Estonia","Carbon dioxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Ireland","Nitrogen oxides","Total - All NACE activities","Tonne","114,573.44",""
"2005","Ireland","Nitrogen oxides","Agriculture, forestry and fishing","Tonne","16,092.89",""
"2005","Ireland","Nitrogen oxides","Mining and quarrying","Tonne","1,242.57",""
"2005","Ireland","Nitrogen oxides","Manufacturing","Tonne","21,563.14",""
"2005","Ireland","Nitrogen oxides","Electricity, gas, steam and air conditioning supply","Tonne","32,394.51",""
"2005","Ireland","Nitrogen oxides","Water supply; sewerage, waste management and remediation activities","Tonne","157.71",""
"2005","Ireland","Nitrogen oxides","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","6,959.94",""
"2005","Ireland","Nitrogen oxides","Transportation and storage","Tonne","30,070.62",""
"2005","Ireland","Nitrogen oxides","Accommodation and food service activities","Tonne","730.32",""
"2005","Ireland","Nitrogen oxides","Information and communication","Tonne","330.42",""
"2005","Ireland","Nitrogen oxides","Financial and insurance activities","Tonne","153.39",""
"2005","Ireland","Nitrogen oxides","Real estate activities","Tonne","125.34",""
"2005","Ireland","Nitrogen oxides","Professional, scientific and technical activities","Tonne","480.74",""
"2005","Ireland","Nitrogen oxides","Administrative and support service activities","Tonne","411.94",""
"2005","Ireland","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","1,097.37",""
"2005","Ireland","Nitrogen oxides","Education","Tonne","494.56",""
"2005","Ireland","Nitrogen oxides","Human health and social work activities","Tonne","190.9",""
"2005","Ireland","Nitrogen oxides","Arts, entertainment and recreation","Tonne","69.64",""
"2005","Ireland","Nitrogen oxides","Other service activities","Tonne","202.38",""
"2005","Ireland","Nitrogen oxides","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2005","Ireland","Nitrogen oxides","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2005","Ireland","Methane","Total - All NACE activities","Tonne","550,490.17",""
"2005","Ireland","Methane","Agriculture, forestry and fishing","Tonne","484,352.51",""
"2005","Ireland","Methane","Mining and quarrying","Tonne","1,239.04",""
"2005","Ireland","Methane","Manufacturing","Tonne","427.18",""
"2005","Ireland","Methane","Electricity, gas, steam and air conditioning supply","Tonne","2,762.5",""
"2005","Ireland","Methane","Water supply; sewerage, waste management and remediation activities","Tonne","61,052.44",""
"2005","Ireland","Methane","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","107.04",""
"2005","Ireland","Methane","Transportation and storage","Tonne","238.96",""
"2005","Ireland","Methane","Accommodation and food service activities","Tonne","50.89",""
"2005","Ireland","Methane","Information and communication","Tonne","15.5",""
"2005","Ireland","Methane","Financial and insurance activities","Tonne","9.93",""
"2005","Ireland","Methane","Real estate activities","Tonne","4.89",""
"2005","Ireland","Methane","Professional, scientific and technical activities","Tonne","13.39",""
"2005","Ireland","Methane","Administrative and support service activities","Tonne","10.9",""
"2005","Ireland","Methane","Public administration and defence; compulsory social security","Tonne","60.12",""
"2005","Ireland","Methane","Education","Tonne","41.6",""
"2005","Ireland","Methane","Human health and social work activities","Tonne","14.17",""
"2005","Ireland","Methane","Arts, entertainment and recreation","Tonne","4.52",""
"2005","Ireland","Methane","Other service activities","Tonne","12.13",""
"2005","Ireland","Methane","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2005","Ireland","Methane","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2005","Ireland","Nitrous oxide","Total - All NACE activities","Tonne","26,797.85",""
"2005","Ireland","Nitrous oxide","Agriculture, forestry and fishing","Tonne","25,673.79",""
"2005","Ireland","Nitrous oxide","Mining and quarrying","Tonne","6.47",""
"2005","Ireland","Nitrous oxide","Manufacturing","Tonne","78.5",""
"2005","Ireland","Nitrous oxide","Electricity, gas, steam and air conditioning supply","Tonne","333.62",""
"2005","Ireland","Nitrous oxide","Water supply; sewerage, waste management and remediation activities","Tonne","382.63",""
"2005","Ireland","Nitrous oxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","32.7",""
"2005","Ireland","Nitrous oxide","Transportation and storage","Tonne","126.7",""
"2005","Ireland","Nitrous oxide","Accommodation and food service activities","Tonne","3.89",""
"2005","Ireland","Nitrous oxide","Information and communication","Tonne","1.99",""
"2005","Ireland","Nitrous oxide","Financial and insurance activities","Tonne","0.9",""
"2005","Ireland","Nitrous oxide","Real estate activities","Tonne","0.79",""
"2005","Ireland","Nitrous oxide","Professional, scientific and technical activities","Tonne","3.18",""
"2005","Ireland","Nitrous oxide","Administrative and support service activities","Tonne","2.74",""
"2005","Ireland","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","6.42",""
"2005","Ireland","Nitrous oxide","Education","Tonne","2.58",""
"2005","Ireland","Nitrous oxide","Human health and social work activities","Tonne","125.21",""
"2005","Ireland","Nitrous oxide","Arts, entertainment and recreation","Tonne","0.38",""
"2005","Ireland","Nitrous oxide","Other service activities","Tonne","1.15",""
"2005","Ireland","Nitrous oxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2005","Ireland","Nitrous oxide","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2005","Ireland","Carbon dioxide","Total - All NACE activities","Tonne","34,103,442",""
"2005","Ireland","Carbon dioxide","Agriculture, forestry and fishing","Tonne","1,517,901",""
"2005","Ireland","Carbon dioxide","Mining and quarrying","Tonne","311,329",""
"2005","Ireland","Carbon dioxide","Manufacturing","Tonne","9,084,220",""
"2005","Ireland","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne","15,138,530",""
"2005","Ireland","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne","81,814",""
"2005","Ireland","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","1,639,844",""
"2005","Ireland","Carbon dioxide","Transportation and storage","Tonne","3,584,083",""
"2005","Ireland","Carbon dioxide","Accommodation and food service activities","Tonne","447,400",""
"2005","Ireland","Carbon dioxide","Information and communication","Tonne","146,253",""
"2005","Ireland","Carbon dioxide","Financial and insurance activities","Tonne","86,620",""
"2005","Ireland","Carbon dioxide","Real estate activities","Tonne","48,530",""
"2005","Ireland","Carbon dioxide","Professional, scientific and technical activities","Tonne","148,803",""
"2005","Ireland","Carbon dioxide","Administrative and support service activities","Tonne","123,451",""
"2005","Ireland","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","545,532",""
"2005","Ireland","Carbon dioxide","Education","Tonne","346,429",""
"2005","Ireland","Carbon dioxide","Human health and social work activities","Tonne","119,702",""
"2005","Ireland","Carbon dioxide","Arts, entertainment and recreation","Tonne","39,545",""
"2005","Ireland","Carbon dioxide","Other service activities","Tonne","115,978",""
"2005","Ireland","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2005","Ireland","Carbon dioxide","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2005","Greece","Nitrogen oxides","Total - All NACE activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Agriculture, forestry and fishing","Tonne",":",""
"2005","Greece","Nitrogen oxides","Mining and quarrying","Tonne",":",""
"2005","Greece","Nitrogen oxides","Manufacturing","Tonne",":",""
"2005","Greece","Nitrogen oxides","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Greece","Nitrogen oxides","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Greece","Nitrogen oxides","Transportation and storage","Tonne",":",""
"2005","Greece","Nitrogen oxides","Accommodation and food service activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Information and communication","Tonne",":",""
"2005","Greece","Nitrogen oxides","Financial and insurance activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Real estate activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Professional, scientific and technical activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Administrative and support service activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Greece","Nitrogen oxides","Education","Tonne",":",""
"2005","Greece","Nitrogen oxides","Human health and social work activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Arts, entertainment and recreation","Tonne",":",""
"2005","Greece","Nitrogen oxides","Other service activities","Tonne",":",""
"2005","Greece","Nitrogen oxides","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Greece","Nitrogen oxides","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Greece","Methane","Total - All NACE activities","Tonne",":",""
"2005","Greece","Methane","Agriculture, forestry and fishing","Tonne",":",""
"2005","Greece","Methane","Mining and quarrying","Tonne",":",""
"2005","Greece","Methane","Manufacturing","Tonne",":",""
"2005","Greece","Methane","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Greece","Methane","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Greece","Methane","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Greece","Methane","Transportation and storage","Tonne",":",""
"2005","Greece","Methane","Accommodation and food service activities","Tonne",":",""
"2005","Greece","Methane","Information and communication","Tonne",":",""
"2005","Greece","Methane","Financial and insurance activities","Tonne",":",""
"2005","Greece","Methane","Real estate activities","Tonne",":",""
"2005","Greece","Methane","Professional, scientific and technical activities","Tonne",":",""
"2005","Greece","Methane","Administrative and support service activities","Tonne",":",""
"2005","Greece","Methane","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Greece","Methane","Education","Tonne",":",""
"2005","Greece","Methane","Human health and social work activities","Tonne",":",""
"2005","Greece","Methane","Arts, entertainment and recreation","Tonne",":",""
"2005","Greece","Methane","Other service activities","Tonne",":",""
"2005","Greece","Methane","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Greece","Methane","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Greece","Nitrous oxide","Total - All NACE activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Greece","Nitrous oxide","Mining and quarrying","Tonne",":",""
"2005","Greece","Nitrous oxide","Manufacturing","Tonne",":",""
"2005","Greece","Nitrous oxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Greece","Nitrous oxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Greece","Nitrous oxide","Transportation and storage","Tonne",":",""
"2005","Greece","Nitrous oxide","Accommodation and food service activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Information and communication","Tonne",":",""
"2005","Greece","Nitrous oxide","Financial and insurance activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Real estate activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Administrative and support service activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Greece","Nitrous oxide","Education","Tonne",":",""
"2005","Greece","Nitrous oxide","Human health and social work activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Greece","Nitrous oxide","Other service activities","Tonne",":",""
"2005","Greece","Nitrous oxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Greece","Nitrous oxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Greece","Carbon dioxide","Total - All NACE activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Greece","Carbon dioxide","Mining and quarrying","Tonne",":",""
"2005","Greece","Carbon dioxide","Manufacturing","Tonne",":",""
"2005","Greece","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Greece","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Greece","Carbon dioxide","Transportation and storage","Tonne",":",""
"2005","Greece","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Information and communication","Tonne",":",""
"2005","Greece","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Real estate activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Administrative and support service activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Greece","Carbon dioxide","Education","Tonne",":",""
"2005","Greece","Carbon dioxide","Human health and social work activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Greece","Carbon dioxide","Other service activities","Tonne",":",""
"2005","Greece","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Greece","Carbon dioxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Spain","Nitrogen oxides","Total - All NACE activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Agriculture, forestry and fishing","Tonne",":",""
"2005","Spain","Nitrogen oxides","Mining and quarrying","Tonne",":",""
"2005","Spain","Nitrogen oxides","Manufacturing","Tonne",":",""
"2005","Spain","Nitrogen oxides","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Spain","Nitrogen oxides","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Spain","Nitrogen oxides","Transportation and storage","Tonne",":",""
"2005","Spain","Nitrogen oxides","Accommodation and food service activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Information and communication","Tonne",":",""
"2005","Spain","Nitrogen oxides","Financial and insurance activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Real estate activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Professional, scientific and technical activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Administrative and support service activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Spain","Nitrogen oxides","Education","Tonne",":",""
"2005","Spain","Nitrogen oxides","Human health and social work activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Arts, entertainment and recreation","Tonne",":",""
"2005","Spain","Nitrogen oxides","Other service activities","Tonne",":",""
"2005","Spain","Nitrogen oxides","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Spain","Nitrogen oxides","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Spain","Methane","Total - All NACE activities","Tonne",":",""
"2005","Spain","Methane","Agriculture, forestry and fishing","Tonne",":",""
"2005","Spain","Methane","Mining and quarrying","Tonne",":",""
"2005","Spain","Methane","Manufacturing","Tonne",":",""
"2005","Spain","Methane","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Spain","Methane","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Spain","Methane","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Spain","Methane","Transportation and storage","Tonne",":",""
"2005","Spain","Methane","Accommodation and food service activities","Tonne",":",""
"2005","Spain","Methane","Information and communication","Tonne",":",""
"2005","Spain","Methane","Financial and insurance activities","Tonne",":",""
"2005","Spain","Methane","Real estate activities","Tonne",":",""
"2005","Spain","Methane","Professional, scientific and technical activities","Tonne",":",""
"2005","Spain","Methane","Administrative and support service activities","Tonne",":",""
"2005","Spain","Methane","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Spain","Methane","Education","Tonne",":",""
"2005","Spain","Methane","Human health and social work activities","Tonne",":",""
"2005","Spain","Methane","Arts, entertainment and recreation","Tonne",":",""
"2005","Spain","Methane","Other service activities","Tonne",":",""
"2005","Spain","Methane","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Spain","Methane","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Spain","Nitrous oxide","Total - All NACE activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Spain","Nitrous oxide","Mining and quarrying","Tonne",":",""
"2005","Spain","Nitrous oxide","Manufacturing","Tonne",":",""
"2005","Spain","Nitrous oxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Spain","Nitrous oxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Spain","Nitrous oxide","Transportation and storage","Tonne",":",""
"2005","Spain","Nitrous oxide","Accommodation and food service activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Information and communication","Tonne",":",""
"2005","Spain","Nitrous oxide","Financial and insurance activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Real estate activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Administrative and support service activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Spain","Nitrous oxide","Education","Tonne",":",""
"2005","Spain","Nitrous oxide","Human health and social work activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Spain","Nitrous oxide","Other service activities","Tonne",":",""
"2005","Spain","Nitrous oxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2005","Spain","Nitrous oxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2005","Spain","Carbon dioxide","Total - All NACE activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Agriculture, forestry and fishing","Tonne",":",""
"2005","Spain","Carbon dioxide","Mining and quarrying","Tonne",":",""
"2005","Spain","Carbon dioxide","Manufacturing","Tonne",":",""
"2005","Spain","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2005","Spain","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2005","Spain","Carbon dioxide","Transportation and storage","Tonne",":",""
"2005","Spain","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Information and communication","Tonne",":",""
"2005","Spain","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Real estate activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Administrative and support service activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Public administration and defence; compulsory social security","Tonne",":",""
"2005","Spain","Carbon dioxide","Education","Tonne",":",""
"2005","Spain","Carbon dioxide","Human health and social work activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Arts, entertainment and recreation","Tonne",":",""
"2005","Spain","Carbon dioxide","Other service activities","Tonne",":",""
"2005","Spain","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
