TIME,GEO,INDUSTRY,EMISSION;;
"2008,Italy,Mining and quarrying,""2,513,114""";;
"2008,Italy,Manufacturing,""136,335,227""";;
"2008,Italy,""Electricity, gas, steam and air conditioning supply"",""132,204,359""";;
"2008,Italy,""Water supply";" sewerage, waste management and remediation activities"",""9,045,541""";
2008,Italy,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""7,529,530""";
"2008,Italy,Transportation and storage,""58,804,051""";;
"2008,Italy,Accommodation and food service activities,""2,240,579""";;
"2008,Italy,Information and communication,""273,561""";;
"2008,Italy,Financial and insurance activities,""508,227""";;
"2008,Italy,Real estate activities,""278,958""";;
"2008,Italy,""Professional, scientific and technical activities"",""899,881""";;
"2008,Italy,Administrative and support service activities,""2,186,935""";;
2008,Italy,Public administration and defence;" compulsory social security,""2,311,280""";
"2008,Italy,Education,""37,729""";;
"2008,Italy,Human health and social work activities,""1,354,641""";;
"2008,Italy,""Arts, entertainment and recreation"",""431,598""";;
"2008,Italy,Other service activities,""724,324""";;
2008,Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Italy,Activities of extraterritorial organisations and bodies,0;;
"2008,Cyprus,Total - All NACE activities,""7,476,350""";;
"2008,Cyprus,""Agriculture, forestry and fishing"",""88,912""";;
"2008,Cyprus,Mining and quarrying,""38,616""";;
"2008,Cyprus,Manufacturing,""1,807,971""";;
"2008,Cyprus,""Electricity, gas, steam and air conditioning supply"",""3,993,374""";;
"2008,Cyprus,""Water supply";" sewerage, waste management and remediation activities"",""9,296""";
2008,Cyprus,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""182,788""";
"2008,Cyprus,Transportation and storage,""929,112""";;
"2008,Cyprus,Accommodation and food service activities,""54,560""";;
"2008,Cyprus,Information and communication,""8,022""";;
"2008,Cyprus,Financial and insurance activities,""29,238""";;
"2008,Cyprus,Real estate activities,""4,016""";;
"2008,Cyprus,""Professional, scientific and technical activities"",""14,929""";;
"2008,Cyprus,Administrative and support service activities,""32,944""";;
2008,Cyprus,Public administration and defence;" compulsory social security,""61,550""";
"2008,Cyprus,Education,""43,020""";;
"2008,Cyprus,Human health and social work activities,""6,904""";;
"2008,Cyprus,""Arts, entertainment and recreation"",""7,713""";;
"2008,Cyprus,Other service activities,""14,660""";;
2008,Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Cyprus,Activities of extraterritorial organisations and bodies,0;;
"2008,Latvia,Total - All NACE activities,""8,571,923""";;
"2008,Latvia,""Agriculture, forestry and fishing"",""453,222""";;
"2008,Latvia,Mining and quarrying,""45,348""";;
"2008,Latvia,Manufacturing,""1,453,565""";;
"2008,Latvia,""Electricity, gas, steam and air conditioning supply"",""2,018,980""";;
"2008,Latvia,""Water supply";" sewerage, waste management and remediation activities"",""38,732""";
2008,Latvia,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""532,256""";
"2008,Latvia,Transportation and storage,""3,144,292""";;
"2008,Latvia,Accommodation and food service activities,""33,703""";;
"2008,Latvia,Information and communication,""22,944""";;
"2008,Latvia,Financial and insurance activities,""13,534""";;
"2008,Latvia,Real estate activities,""48,551""";;
"2008,Latvia,""Professional, scientific and technical activities"",""58,694""";;
"2008,Latvia,Administrative and support service activities,""87,579""";;
2008,Latvia,Public administration and defence;" compulsory social security,""117,213""";
"2008,Latvia,Education,""41,877""";;
"2008,Latvia,Human health and social work activities,""55,909""";;
"2008,Latvia,""Arts, entertainment and recreation"",""35,194""";;
"2008,Latvia,Other service activities,""16,174""";;
2008,Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Latvia,Activities of extraterritorial organisations and bodies,0;;
"2008,Lithuania,Total - All NACE activities,""15,000,850""";;
"2008,Lithuania,""Agriculture, forestry and fishing"",""237,936""";;
"2008,Lithuania,Mining and quarrying,""12,100""";;
"2008,Lithuania,Manufacturing,""5,593,499""";;
"2008,Lithuania,""Electricity, gas, steam and air conditioning supply"",""3,192,452""";;
"2008,Lithuania,""Water supply";" sewerage, waste management and remediation activities"",""10,909""";
2008,Lithuania,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""113,105""";
"2008,Lithuania,Transportation and storage,""5,458,139""";;
"2008,Lithuania,Accommodation and food service activities,""14,247""";;
"2008,Lithuania,Information and communication,""10,851""";;
"2008,Lithuania,Financial and insurance activities,""8,665""";;
"2008,Lithuania,Real estate activities,""12,529""";;
"2008,Lithuania,""Professional, scientific and technical activities"",""22,830""";;
"2008,Lithuania,Administrative and support service activities,""22,610""";;
2008,Lithuania,Public administration and defence;" compulsory social security,""53,949""";
"2008,Lithuania,Education,""53,297""";;
"2008,Lithuania,Human health and social work activities,""33,119""";;
"2008,Lithuania,""Arts, entertainment and recreation"",""8,211""";;
"2008,Lithuania,Other service activities,""14,294""";;
2008,Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,824;
2008,Lithuania,Activities of extraterritorial organisations and bodies,459;;
"2008,Luxembourg,Total - All NACE activities,""7,403,322""";;
"2008,Luxembourg,""Agriculture, forestry and fishing"",""56,200""";;
"2008,Luxembourg,Mining and quarrying,""7,600""";;
"2008,Luxembourg,Manufacturing,""1,735,302""";;
"2008,Luxembourg,""Electricity, gas, steam and air conditioning supply"",""1,130,600""";;
"2008,Luxembourg,""Water supply";" sewerage, waste management and remediation activities"",""30,700""";
2008,Luxembourg,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""186,100""";
"2008,Luxembourg,Transportation and storage,""3,606,700""";;
"2008,Luxembourg,Accommodation and food service activities,""23,000""";;
"2008,Luxembourg,Information and communication,""45,600""";;
"2008,Luxembourg,Financial and insurance activities,""263,000""";;
"2008,Luxembourg,Real estate activities,""5,800""";;
"2008,Luxembourg,""Professional, scientific and technical activities"",""22,798""";;
"2008,Luxembourg,Administrative and support service activities,""19,235""";;
2008,Luxembourg,Public administration and defence;" compulsory social security,""22,700""";
"2008,Luxembourg,Education,""23,800""";;
"2008,Luxembourg,Human health and social work activities,""32,200""";;
"2008,Luxembourg,""Arts, entertainment and recreation"",""15,300""";;
"2008,Luxembourg,Other service activities,""5,587""";;
2008,Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Luxembourg,Activities of extraterritorial organisations and bodies,0;;
"2008,Hungary,Total - All NACE activities,""42,748,792""";;
"2008,Hungary,""Agriculture, forestry and fishing"",""1,762,429""";;
"2008,Hungary,Mining and quarrying,""633,741""";;
"2008,Hungary,Manufacturing,""11,487,164""";;
"2008,Hungary,""Electricity, gas, steam and air conditioning supply"",""19,075,440""";;
"2008,Hungary,""Water supply";" sewerage, waste management and remediation activities"",""292,681""";
2008,Hungary,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,516,554""";
"2008,Hungary,Transportation and storage,""4,093,370""";;
"2008,Hungary,Accommodation and food service activities,""119,888""";;
"2008,Hungary,Information and communication,""431,005""";;
"2008,Hungary,Financial and insurance activities,""251,054""";;
"2008,Hungary,Real estate activities,""443,426""";;
"2008,Hungary,""Professional, scientific and technical activities"",""334,515""";;
"2008,Hungary,Administrative and support service activities,""446,383""";;
2008,Hungary,Public administration and defence;" compulsory social security,""684,461""";
"2008,Hungary,Education,""292,071""";;
"2008,Hungary,Human health and social work activities,""235,142""";;
"2008,Hungary,""Arts, entertainment and recreation"",""63,185""";;
"2008,Hungary,Other service activities,""112,257""";;
2008,Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,674;
2008,Hungary,Activities of extraterritorial organisations and bodies,0;;
"2008,Malta,Total - All NACE activities,""4,827,807""";;
"2008,Malta,""Agriculture, forestry and fishing"",""13,652""";;
"2008,Malta,Mining and quarrying,""5,580""";;
"2008,Malta,Manufacturing,""47,551""";;
"2008,Malta,""Electricity, gas, steam and air conditioning supply"",""2,003,835""";;
"2008,Malta,""Water supply";" sewerage, waste management and remediation activities"",""5,756""";
2008,Malta,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""35,775""";
"2008,Malta,Transportation and storage,""2,630,891""";;
"2008,Malta,Accommodation and food service activities,""3,662""";;
"2008,Malta,Information and communication,""4,643""";;
"2008,Malta,Financial and insurance activities,""3,237""";;
"2008,Malta,Real estate activities,""2,327""";;
"2008,Malta,""Professional, scientific and technical activities"",""6,864""";;
"2008,Malta,Administrative and support service activities,""18,135""";;
2008,Malta,Public administration and defence;" compulsory social security,""6,387""";
"2008,Malta,Education,""2,140""";;
"2008,Malta,Human health and social work activities,""4,155""";;
"2008,Malta,""Arts, entertainment and recreation"",""1,419""";;
"2008,Malta,Other service activities,""2,739""";;
2008,Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Malta,Activities of extraterritorial organisations and bodies,308;;
"2008,Netherlands,Total - All NACE activities,""170,900,606""";;
"2008,Netherlands,""Agriculture, forestry and fishing"",""9,998,256""";;
"2008,Netherlands,Mining and quarrying,""2,223,304""";;
"2008,Netherlands,Manufacturing,""46,284,644""";;
"2008,Netherlands,""Electricity, gas, steam and air conditioning supply"",""52,676,800""";;
"2008,Netherlands,""Water supply";" sewerage, waste management and remediation activities"",""8,600,109""";
2008,Netherlands,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""5,233,259""";
"2008,Netherlands,Transportation and storage,""29,458,435""";;
"2008,Netherlands,Accommodation and food service activities,""1,108,053""";;
"2008,Netherlands,Information and communication,""322,038""";;
"2008,Netherlands,Financial and insurance activities,""753,120""";;
"2008,Netherlands,Real estate activities,""739,824""";;
"2008,Netherlands,""Professional, scientific and technical activities"",""1,054,061""";;
"2008,Netherlands,Administrative and support service activities,""2,536,403""";;
2008,Netherlands,Public administration and defence;" compulsory social security,""2,349,796""";
"2008,Netherlands,Education,""924,054""";;
"2008,Netherlands,Human health and social work activities,""1,860,303""";;
"2008,Netherlands,""Arts, entertainment and recreation"",""666,335""";;
"2008,Netherlands,Other service activities,""738,040""";;
2008,Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Netherlands,Activities of extraterritorial organisations and bodies,0;;
"2008,Austria,Total - All NACE activities,""55,974,361""";;
"2008,Austria,""Agriculture, forestry and fishing"",""1,571,518""";;
"2008,Austria,Mining and quarrying,""1,262,981""";;
"2008,Austria,Manufacturing,""28,220,382""";;
"2008,Austria,""Electricity, gas, steam and air conditioning supply"",""10,392,373""";;
"2008,Austria,""Water supply";" sewerage, waste management and remediation activities"",""263,277""";
2008,Austria,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,315,929""";
"2008,Austria,Transportation and storage,""6,692,475""";;
"2008,Austria,Accommodation and food service activities,""522,769""";;
"2008,Austria,Information and communication,""163,301""";;
"2008,Austria,Financial and insurance activities,""107,459""";;
"2008,Austria,Real estate activities,""51,026""";;
"2008,Austria,""Professional, scientific and technical activities"",""204,399""";;
"2008,Austria,Administrative and support service activities,""279,961""";;
2008,Austria,Public administration and defence;" compulsory social security,""280,933""";
"2008,Austria,Education,""835,683""";;
"2008,Austria,Human health and social work activities,""289,550""";;
"2008,Austria,""Arts, entertainment and recreation"",""234,201""";;
"2008,Austria,Other service activities,""358,415""";;
2008,Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Austria,Activities of extraterritorial organisations and bodies,0;;
"2008,Poland,Total - All NACE activities,""292,669,209""";;
"2008,Poland,""Agriculture, forestry and fishing"",""16,906,003""";;
"2008,Poland,Mining and quarrying,""3,036,441""";;
"2008,Poland,Manufacturing,""64,664,262""";;
"2008,Poland,""Electricity, gas, steam and air conditioning supply"",""159,866,857""";;
"2008,Poland,""Water supply";" sewerage, waste management and remediation activities"",""405,187""";
2008,Poland,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""7,107,669""";
"2008,Poland,Transportation and storage,""24,286,513""";;
"2008,Poland,Accommodation and food service activities,""851,695""";;
"2008,Poland,Information and communication,""722,716""";;
"2008,Poland,Financial and insurance activities,""1,078,958""";;
"2008,Poland,Real estate activities,""597,458""";;
"2008,Poland,""Professional, scientific and technical activities"",""1,465,275""";;
"2008,Poland,Administrative and support service activities,""1,161,120""";;
2008,Poland,Public administration and defence;" compulsory social security,""2,849,318""";
"2008,Poland,Education,""3,280,591""";;
"2008,Poland,Human health and social work activities,""2,259,921""";;
"2008,Poland,""Arts, entertainment and recreation"",""452,046""";;
"2008,Poland,Other service activities,""645,361""";;
2008,Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Poland,Activities of extraterritorial organisations and bodies,0;;
"2008,Portugal,Total - All NACE activities,""51,373,200""";;
"2008,Portugal,""Agriculture, forestry and fishing"",""2,095,300""";;
"2008,Portugal,Mining and quarrying,""351,200""";;
"2008,Portugal,Manufacturing,""18,132,200""";;
"2008,Portugal,""Electricity, gas, steam and air conditioning supply"",""16,431,800""";;
"2008,Portugal,""Water supply";" sewerage, waste management and remediation activities"",""593,300""";
2008,Portugal,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""2,417,500""";
"2008,Portugal,Transportation and storage,""6,743,300""";;
"2008,Portugal,Accommodation and food service activities,""597,300""";;
"2008,Portugal,Information and communication,""75,900""";;
"2008,Portugal,Financial and insurance activities,""126,000""";;
"2008,Portugal,Real estate activities,""22,800""";;
"2008,Portugal,""Professional, scientific and technical activities"",""119,500""";;
"2008,Portugal,Administrative and support service activities,""268,000""";;
2008,Portugal,Public administration and defence;" compulsory social security,""631,700""";
"2008,Portugal,Education,""107,800""";;
"2008,Portugal,Human health and social work activities,""623,300""";;
"2008,Portugal,""Arts, entertainment and recreation"",""93,900""";;
"2008,Portugal,Other service activities,""88,400""";;
2008,Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Portugal,Activities of extraterritorial organisations and bodies,0;;
"2008,Romania,Total - All NACE activities,""92,564,795""";;
"2008,Romania,""Agriculture, forestry and fishing"",""975,012""";;
"2008,Romania,Mining and quarrying,""1,604,824""";;
"2008,Romania,Manufacturing,""32,808,136""";;
"2008,Romania,""Electricity, gas, steam and air conditioning supply"",""39,901,256""";;
"2008,Romania,""Water supply";" sewerage, waste management and remediation activities"",""687,658""";
2008,Romania,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,813,043""";
"2008,Romania,Transportation and storage,""9,805,205""";;
"2008,Romania,Accommodation and food service activities,""158,942""";;
"2008,Romania,Information and communication,""285,136""";;
"2008,Romania,Financial and insurance activities,""218,381""";;
"2008,Romania,Real estate activities,""466,384""";;
"2008,Romania,""Professional, scientific and technical activities"",""519,886""";;
"2008,Romania,Administrative and support service activities,""373,684""";;
2008,Romania,Public administration and defence;" compulsory social security,""446,606""";
"2008,Romania,Education,""237,008""";;
"2008,Romania,Human health and social work activities,""311,643""";;
"2008,Romania,""Arts, entertainment and recreation"",""86,876""";;
"2008,Romania,Other service activities,""294,035""";;
2008,Romania,Activities of households as employers;" undifferentiated goods- and services-producing activities of households for own use,""18,429""";
2008,Romania,Activities of extraterritorial organisations and bodies,79;;
"2008,Slovenia,Total - All NACE activities,""18,544,069""";;
"2008,Slovenia,""Agriculture, forestry and fishing"",""257,494""";;
"2008,Slovenia,Mining and quarrying,""156,012""";;
"2008,Slovenia,Manufacturing,""4,160,379""";;
"2008,Slovenia,""Electricity, gas, steam and air conditioning supply"",""8,658,913""";;
"2008,Slovenia,""Water supply";" sewerage, waste management and remediation activities"",""4,809""";
2008,Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,0;
"2008,Slovenia,Transportation and storage,""4,456,439""";;
"2008,Slovenia,Accommodation and food service activities,""94,110""";;
"2008,Slovenia,Information and communication,""12,295""";;
"2008,Slovenia,Financial and insurance activities,""33,004""";;
"2008,Slovenia,Real estate activities,""88,005""";;
"2008,Slovenia,""Professional, scientific and technical activities"",""47,440""";;
"2008,Slovenia,Administrative and support service activities,""43,207""";;
2008,Slovenia,Public administration and defence;" compulsory social security,""16,226""";
"2008,Slovenia,Education,""104,257""";;
"2008,Slovenia,Human health and social work activities,""105,118""";;
"2008,Slovenia,""Arts, entertainment and recreation"",""33,004""";;
"2008,Slovenia,Other service activities,""56,926""";;
2008,Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Slovenia,Activities of extraterritorial organisations and bodies,0;;
"2008,Slovakia,Total - All NACE activities,""36,462,518""";;
"2008,Slovakia,""Agriculture, forestry and fishing"",""150,777""";;
"2008,Slovakia,Mining and quarrying,""668,893""";;
"2008,Slovakia,Manufacturing,""19,922,104""";;
"2008,Slovakia,""Electricity, gas, steam and air conditioning supply"",""7,415,202""";;
"2008,Slovakia,""Water supply";" sewerage, waste management and remediation activities"",""59,831""";
2008,Slovakia,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,131,415""";
"2008,Slovakia,Transportation and storage,""5,468,433""";;
"2008,Slovakia,Accommodation and food service activities,""27,084""";;
"2008,Slovakia,Information and communication,""2,841""";;
"2008,Slovakia,Financial and insurance activities,""5,321""";;
"2008,Slovakia,Real estate activities,""94,159""";;
"2008,Slovakia,""Professional, scientific and technical activities"",""54,775""";;
"2008,Slovakia,Administrative and support service activities,""8,752""";;
2008,Slovakia,Public administration and defence;" compulsory social security,""362,109""";
"2008,Slovakia,Education,""722,245""";;
"2008,Slovakia,Human health and social work activities,""179,845""";;
"2008,Slovakia,""Arts, entertainment and recreation"",""23,371""";;
"2008,Slovakia,Other service activities,""24,065""";;
2008,Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Slovakia,Activities of extraterritorial organisations and bodies,0;;
"2008,Finland,Total - All NACE activities,""55,897,083""";;
"2008,Finland,""Agriculture, forestry and fishing"",""2,081,801""";;
"2008,Finland,Mining and quarrying,""343,786""";;
"2008,Finland,Manufacturing,""17,452,125""";;
"2008,Finland,""Electricity, gas, steam and air conditioning supply"",""20,790,604""";;
"2008,Finland,""Water supply";" sewerage, waste management and remediation activities"",""292,585""";
2008,Finland,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""87,508""";
"2008,Finland,Transportation and storage,""11,167,706""";;
"2008,Finland,Accommodation and food service activities,""11,454""";;
"2008,Finland,Information and communication,""68,197""";;
"2008,Finland,Financial and insurance activities,""87,053""";;
"2008,Finland,Real estate activities,""821,022""";;
"2008,Finland,""Professional, scientific and technical activities"",""25,598""";;
"2008,Finland,Administrative and support service activities,""460,382""";;
2008,Finland,Public administration and defence;" compulsory social security,""488,108""";
"2008,Finland,Education,""70,562""";;
"2008,Finland,Human health and social work activities,""135,171""";;
"2008,Finland,""Arts, entertainment and recreation"",""65,078""";;
"2008,Finland,Other service activities,""140,220""";;
2008,Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Finland,Activities of extraterritorial organisations and bodies,0;;
"2008,Sweden,Total - All NACE activities,""49,123,378""";;
"2008,Sweden,""Agriculture, forestry and fishing"",""2,635,432""";;
"2008,Sweden,Mining and quarrying,""1,437,639""";;
"2008,Sweden,Manufacturing,""16,670,110""";;
"2008,Sweden,""Electricity, gas, steam and air conditioning supply"",""7,407,008""";;
"2008,Sweden,""Water supply";" sewerage, waste management and remediation activities"",""174,733""";
2008,Sweden,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,596,913""";
"2008,Sweden,Transportation and storage,""14,794,995""";;
"2008,Sweden,Accommodation and food service activities,""91,289""";;
"2008,Sweden,Information and communication,""147,857""";;
"2008,Sweden,Financial and insurance activities,""80,504""";;
"2008,Sweden,Real estate activities,""361,054""";;
"2008,Sweden,""Professional, scientific and technical activities"",""570,189""";;
"2008,Sweden,Administrative and support service activities,""424,671""";;
2008,Sweden,Public administration and defence;" compulsory social security,""217,971""";
"2008,Sweden,Education,""115,249""";;
"2008,Sweden,Human health and social work activities,""239,265""";;
"2008,Sweden,""Arts, entertainment and recreation"",""92,615""";;
"2008,Sweden,Other service activities,""124,005""";;
2008,Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Sweden,Activities of extraterritorial organisations and bodies,17;;
"2008,United Kingdom,Total - All NACE activities,""454,965,079""";;
"2008,United Kingdom,""Agriculture, forestry and fishing"",""6,330,252""";;
"2008,United Kingdom,Mining and quarrying,""20,035,542""";;
"2008,United Kingdom,Manufacturing,""103,308,156""";;
"2008,United Kingdom,""Electricity, gas, steam and air conditioning supply"",""175,853,926""";;
"2008,United Kingdom,""Water supply";" sewerage, waste management and remediation activities"",""2,978,552""";
2008,United Kingdom,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""13,448,584""";
"2008,United Kingdom,Transportation and storage,""89,765,395""";;
"2008,United Kingdom,Accommodation and food service activities,""3,965,388""";;
"2008,United Kingdom,Information and communication,""1,537,906""";;
"2008,United Kingdom,Financial and insurance activities,""166,183""";;
"2008,United Kingdom,Real estate activities,""845,001""";;
"2008,United Kingdom,""Professional, scientific and technical activities"",""2,441,280""";;
"2008,United Kingdom,Administrative and support service activities,""2,913,161""";;
2008,United Kingdom,Public administration and defence;" compulsory social security,""7,311,560""";
"2008,United Kingdom,Education,""4,133,887""";;
"2008,United Kingdom,Human health and social work activities,""5,138,328""";;
"2008,United Kingdom,""Arts, entertainment and recreation"",""1,688,539""";;
"2008,United Kingdom,Other service activities,""1,548,238""";;
2008,United Kingdom,Activities of households as employers;" undifferentiated goods- and services-producing activities of households for own use,""220,310""";
2008,United Kingdom,Activities of extraterritorial organisations and bodies,0;;
"2008,Norway,Total - All NACE activities,""53,615,463""";;
"2008,Norway,""Agriculture, forestry and fishing"",""1,848,392""";;
"2008,Norway,Mining and quarrying,""14,383,593""";;
"2008,Norway,Manufacturing,""12,069,657""";;
"2008,Norway,""Electricity, gas, steam and air conditioning supply"",""825,160""";;
"2008,Norway,""Water supply";" sewerage, waste management and remediation activities"",""119,163""";
2008,Norway,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""519,954""";
"2008,Norway,Transportation and storage,""21,905,453""";;
"2008,Norway,Accommodation and food service activities,""76,970""";;
"2008,Norway,Information and communication,""26,049""";;
"2008,Norway,Financial and insurance activities,""90,355""";;
"2008,Norway,Real estate activities,""36,198""";;
"2008,Norway,""Professional, scientific and technical activities"",0";;
2008,Norway,Administrative and support service activities,0;;
2008,Norway,Public administration and defence;" compulsory social security,""271,541""";
"2008,Norway,Education,""75,982""";;
"2008,Norway,Human health and social work activities,""259,963""";;
"2008,Norway,""Arts, entertainment and recreation"",0";;
"2008,Norway,Other service activities,""309,784""";;
2008,Norway,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Norway,Activities of extraterritorial organisations and bodies,0;;
"2008,Switzerland,Total - All NACE activities,""27,830,907""";;
"2008,Switzerland,""Agriculture, forestry and fishing"",""857,566""";;
"2008,Switzerland,Mining and quarrying,""91,408""";;
"2008,Switzerland,Manufacturing,""9,055,596""";;
"2008,Switzerland,""Electricity, gas, steam and air conditioning supply"",""585,078""";;
"2008,Switzerland,""Water supply";" sewerage, waste management and remediation activities"",""2,384,299""";
2008,Switzerland,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,809,534""";
"2008,Switzerland,Transportation and storage,""6,699,854""";;
"2008,Switzerland,Accommodation and food service activities,""765,296""";;
"2008,Switzerland,Information and communication,""163,176""";;
"2008,Switzerland,Financial and insurance activities,""458,336""";;
"2008,Switzerland,Real estate activities,""238,681""";;
"2008,Switzerland,""Professional, scientific and technical activities"",""650,698""";;
"2008,Switzerland,Administrative and support service activities,""242,131""";;
2008,Switzerland,Public administration and defence;" compulsory social security,""1,373,558""";
"2008,Switzerland,Education,""72,451""";;
"2008,Switzerland,Human health and social work activities,""773,356""";;
"2008,Switzerland,""Arts, entertainment and recreation"",""133,029""";;
"2008,Switzerland,Other service activities,""308,136""";;
2008,Switzerland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2008,Switzerland,Activities of extraterritorial organisations and bodies,0;;
2008,Serbia,Total - All NACE activities,:;;
"2008,Serbia,""Agriculture, forestry and fishing"",:";;
2008,Serbia,Mining and quarrying,:;;
2008,Serbia,Manufacturing,:;;
"2008,Serbia,""Electricity, gas, steam and air conditioning supply"",:";;
"2008,Serbia,""Water supply";" sewerage, waste management and remediation activities"",:";
2008,Serbia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2008,Serbia,Transportation and storage,:;;
2008,Serbia,Accommodation and food service activities,:;;
2008,Serbia,Information and communication,:;;
2008,Serbia,Financial and insurance activities,:;;
2008,Serbia,Real estate activities,:;;
"2008,Serbia,""Professional, scientific and technical activities"",:";;
2008,Serbia,Administrative and support service activities,:;;
2008,Serbia,Public administration and defence; compulsory social security,:;
2008,Serbia,Education,:;;
2008,Serbia,Human health and social work activities,:;;
"2008,Serbia,""Arts, entertainment and recreation"",:";;
2008,Serbia,Other service activities,:;;
2008,Serbia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2008,Serbia,Activities of extraterritorial organisations and bodies,:;;
"2008,Turkey,Total - All NACE activities,""257,953,532""";;
"2008,Turkey,""Agriculture, forestry and fishing"",""14,659,382""";;
"2008,Turkey,Mining and quarrying,""1,802,968""";;
"2008,Turkey,Manufacturing,""102,201,245""";;
"2008,Turkey,""Electricity, gas, steam and air conditioning supply"",""109,937,742""";;
"2008,Turkey,""Water supply";" sewerage, waste management and remediation activities"",""564,781""";
2008,Turkey,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""730,229""";
"2008,Turkey,Transportation and storage,""17,786,634""";;
"2008,Turkey,Accommodation and food service activities,""36,915""";;
"2008,Turkey,Information and communication,""62,489""";;
"2008,Turkey,Financial and insurance activities,""88,288""";;
"2008,Turkey,Real estate activities,""57,991""";;
"2008,Turkey,""Professional, scientific and technical activities"",""149,997""";;
"2008,Turkey,Administrative and support service activities,""1,115,722""";;
2008,Turkey,Public administration and defence;" compulsory social security,""60,104""";
"2008,Turkey,Education,""55,968""";;
"2008,Turkey,Human health and social work activities,""61,313""";;
"2008,Turkey,""Arts, entertainment and recreation"",""21,321""";;
"2008,Turkey,Other service activities,""110,476""";;
2008,Turkey,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
"2008,Turkey,Activities of extraterritorial organisations and bodies,""25,359""";;
"2009,European Union (28 countries),Total - All NACE activities,""3,160,601,638""";;
"2009,European Union (28 countries),""Agriculture, forestry and fishing"",""102,016,800""";;
"2009,European Union (28 countries),Mining and quarrying,""54,313,247""";;
"2009,European Union (28 countries),Manufacturing,""867,875,048""";;
"2009,European Union (28 countries),""Electricity, gas, steam and air conditioning supply"",""1,249,818,041""";;
"2009,European Union (28 countries),""Water supply";" sewerage, waste management and remediation activities"",""45,953,610""";
2009,European Union (28 countries),Wholesale and retail trade;" repair of motor vehicles and motorcycles,""81,929,878""";
"2009,European Union (28 countries),Transportation and storage,""512,045,823""";;
"2009,European Union (28 countries),Accommodation and food service activities,""19,310,992""";;
"2009,European Union (28 countries),Information and communication,""10,245,176""";;
"2009,European Union (28 countries),Financial and insurance activities,""8,000,862""";;
"2009,European Union (28 countries),Real estate activities,""8,166,150""";;
"2009,European Union (28 countries),""Professional, scientific and technical activities"",""20,774,892""";;
"2009,European Union (28 countries),Administrative and support service activities,""22,854,407""";;
2009,European Union (28 countries),Public administration and defence;" compulsory social security,""30,884,716""";
"2009,European Union (28 countries),Education,""21,915,432""";;
"2009,European Union (28 countries),Human health and social work activities,""28,187,569""";;
"2009,European Union (28 countries),""Arts, entertainment and recreation"",""7,585,473""";;
"2009,European Union (28 countries),Other service activities,""10,827,166""";;
2009,European Union (28 countries),Activities of households as employers;" undifferentiated goods- and services-producing activities of households for own use,""273,837""";
2009,European Union (28 countries),Activities of extraterritorial organisations and bodies,790;;
