TIME,GEO,INDUSTRY,EMISSION;;
2006,France,Financial and insurance activities,:;;
2006,France,Real estate activities,:;;
"2006,France,""Professional, scientific and technical activities"",:";;
2006,France,Administrative and support service activities,:;;
2006,France,Public administration and defence; compulsory social security,:;
2006,France,Education,:;;
2006,France,Human health and social work activities,:;;
"2006,France,""Arts, entertainment and recreation"",:";;
2006,France,Other service activities,:;;
2006,France,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,France,Activities of extraterritorial organisations and bodies,:;;
2006,Croatia,Total - All NACE activities,:;;
"2006,Croatia,""Agriculture, forestry and fishing"",:";;
2006,Croatia,Mining and quarrying,:;;
2006,Croatia,Manufacturing,:;;
"2006,Croatia,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Croatia,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Croatia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Croatia,Transportation and storage,:;;
2006,Croatia,Accommodation and food service activities,:;;
2006,Croatia,Information and communication,:;;
2006,Croatia,Financial and insurance activities,:;;
2006,Croatia,Real estate activities,:;;
"2006,Croatia,""Professional, scientific and technical activities"",:";;
2006,Croatia,Administrative and support service activities,:;;
2006,Croatia,Public administration and defence; compulsory social security,:;
2006,Croatia,Education,:;;
2006,Croatia,Human health and social work activities,:;;
"2006,Croatia,""Arts, entertainment and recreation"",:";;
2006,Croatia,Other service activities,:;;
2006,Croatia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Croatia,Activities of extraterritorial organisations and bodies,:;;
"2006,Italy,Total - All NACE activities,""382,144,589""";;
"2006,Italy,""Agriculture, forestry and fishing"",""9,432,299""";;
"2006,Italy,Mining and quarrying,""1,549,510""";;
"2006,Italy,Manufacturing,""140,621,247""";;
"2006,Italy,""Electricity, gas, steam and air conditioning supply"",""139,640,376""";;
"2006,Italy,""Water supply";" sewerage, waste management and remediation activities"",""7,943,804""";
2006,Italy,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""8,777,819""";
"2006,Italy,Transportation and storage,""57,094,383""";;
"2006,Italy,Accommodation and food service activities,""2,016,701""";;
"2006,Italy,Information and communication,""265,953""";;
"2006,Italy,Financial and insurance activities,""527,403""";;
"2006,Italy,Real estate activities,""257,168""";;
"2006,Italy,""Professional, scientific and technical activities"",""1,017,465""";;
"2006,Italy,Administrative and support service activities,""2,745,083""";;
2006,Italy,Public administration and defence;" compulsory social security,""2,854,225""";
"2006,Italy,Education,""42,151""";;
"2006,Italy,Human health and social work activities,""1,295,576""";;
"2006,Italy,""Arts, entertainment and recreation"",""428,439""";;
"2006,Italy,Other service activities,""762,592""";;
2006,Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Italy,Activities of extraterritorial organisations and bodies,0;;
2006,Cyprus,Total - All NACE activities,:;;
"2006,Cyprus,""Agriculture, forestry and fishing"",:";;
2006,Cyprus,Mining and quarrying,:;;
2006,Cyprus,Manufacturing,:;;
"2006,Cyprus,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Cyprus,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Cyprus,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Cyprus,Transportation and storage,:;;
2006,Cyprus,Accommodation and food service activities,:;;
2006,Cyprus,Information and communication,:;;
2006,Cyprus,Financial and insurance activities,:;;
2006,Cyprus,Real estate activities,:;;
"2006,Cyprus,""Professional, scientific and technical activities"",:";;
2006,Cyprus,Administrative and support service activities,:;;
2006,Cyprus,Public administration and defence; compulsory social security,:;
2006,Cyprus,Education,:;;
2006,Cyprus,Human health and social work activities,:;;
"2006,Cyprus,""Arts, entertainment and recreation"",:";;
2006,Cyprus,Other service activities,:;;
2006,Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Cyprus,Activities of extraterritorial organisations and bodies,:;;
2006,Latvia,Total - All NACE activities,:;;
"2006,Latvia,""Agriculture, forestry and fishing"",:";;
2006,Latvia,Mining and quarrying,:;;
2006,Latvia,Manufacturing,:;;
"2006,Latvia,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Latvia,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Latvia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Latvia,Transportation and storage,:;;
2006,Latvia,Accommodation and food service activities,:;;
2006,Latvia,Information and communication,:;;
2006,Latvia,Financial and insurance activities,:;;
2006,Latvia,Real estate activities,:;;
"2006,Latvia,""Professional, scientific and technical activities"",:";;
2006,Latvia,Administrative and support service activities,:;;
2006,Latvia,Public administration and defence; compulsory social security,:;
2006,Latvia,Education,:;;
2006,Latvia,Human health and social work activities,:;;
"2006,Latvia,""Arts, entertainment and recreation"",:";;
2006,Latvia,Other service activities,:;;
2006,Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Latvia,Activities of extraterritorial organisations and bodies,:;;
2006,Lithuania,Total - All NACE activities,:;;
"2006,Lithuania,""Agriculture, forestry and fishing"",:";;
2006,Lithuania,Mining and quarrying,:;;
2006,Lithuania,Manufacturing,:;;
"2006,Lithuania,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Lithuania,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Lithuania,Transportation and storage,:;;
2006,Lithuania,Accommodation and food service activities,:;;
2006,Lithuania,Information and communication,:;;
2006,Lithuania,Financial and insurance activities,:;;
2006,Lithuania,Real estate activities,:;;
"2006,Lithuania,""Professional, scientific and technical activities"",:";;
2006,Lithuania,Administrative and support service activities,:;;
2006,Lithuania,Public administration and defence; compulsory social security,:;
2006,Lithuania,Education,:;;
2006,Lithuania,Human health and social work activities,:;;
"2006,Lithuania,""Arts, entertainment and recreation"",:";;
2006,Lithuania,Other service activities,:;;
2006,Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Lithuania,Activities of extraterritorial organisations and bodies,:;;
2006,Luxembourg,Total - All NACE activities,:;;
"2006,Luxembourg,""Agriculture, forestry and fishing"",:";;
2006,Luxembourg,Mining and quarrying,:;;
2006,Luxembourg,Manufacturing,:;;
"2006,Luxembourg,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Luxembourg,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Luxembourg,Transportation and storage,:;;
2006,Luxembourg,Accommodation and food service activities,:;;
2006,Luxembourg,Information and communication,:;;
2006,Luxembourg,Financial and insurance activities,:;;
2006,Luxembourg,Real estate activities,:;;
"2006,Luxembourg,""Professional, scientific and technical activities"",:";;
2006,Luxembourg,Administrative and support service activities,:;;
2006,Luxembourg,Public administration and defence; compulsory social security,:;
2006,Luxembourg,Education,:;;
2006,Luxembourg,Human health and social work activities,:;;
"2006,Luxembourg,""Arts, entertainment and recreation"",:";;
2006,Luxembourg,Other service activities,:;;
2006,Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Luxembourg,Activities of extraterritorial organisations and bodies,:;;
"2006,Hungary,Total - All NACE activities,""43,627,714""";;
"2006,Hungary,""Agriculture, forestry and fishing"",""1,816,477""";;
"2006,Hungary,Mining and quarrying,""621,922""";;
"2006,Hungary,Manufacturing,""11,566,693""";;
"2006,Hungary,""Electricity, gas, steam and air conditioning supply"",""18,850,489""";;
"2006,Hungary,""Water supply";" sewerage, waste management and remediation activities"",""321,684""";
2006,Hungary,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,485,319""";
"2006,Hungary,Transportation and storage,""4,219,534""";;
"2006,Hungary,Accommodation and food service activities,""145,092""";;
"2006,Hungary,Information and communication,""511,596""";;
"2006,Hungary,Financial and insurance activities,""371,984""";;
"2006,Hungary,Real estate activities,""584,848""";;
"2006,Hungary,""Professional, scientific and technical activities"",""416,800""";;
"2006,Hungary,Administrative and support service activities,""468,090""";;
2006,Hungary,Public administration and defence;" compulsory social security,""830,386""";
"2006,Hungary,Education,""419,446""";;
"2006,Hungary,Human health and social work activities,""337,024""";;
"2006,Hungary,""Arts, entertainment and recreation"",""83,549""";;
"2006,Hungary,Other service activities,""135,393""";;
2006,Hungary,Activities of households as employers;" undifferentiated goods- and services-producing activities of households for own use,""1,326""";
2006,Hungary,Activities of extraterritorial organisations and bodies,0;;
"2006,Malta,Total - All NACE activities,""3,692,482""";;
"2006,Malta,""Agriculture, forestry and fishing"",""12,045""";;
"2006,Malta,Mining and quarrying,""5,483""";;
"2006,Malta,Manufacturing,""47,201""";;
"2006,Malta,""Electricity, gas, steam and air conditioning supply"",""2,004,681""";;
"2006,Malta,""Water supply";" sewerage, waste management and remediation activities"",""5,535""";
2006,Malta,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""29,569""";
"2006,Malta,Transportation and storage,""1,511,548""";;
"2006,Malta,Accommodation and food service activities,""2,924""";;
"2006,Malta,Information and communication,""3,748""";;
"2006,Malta,Financial and insurance activities,""2,731""";;
"2006,Malta,Real estate activities,""1,949""";;
"2006,Malta,""Professional, scientific and technical activities"",""5,693""";;
"2006,Malta,Administrative and support service activities,""16,942""";;
2006,Malta,Public administration and defence;" compulsory social security,""5,088""";
"2006,Malta,Education,""1,799""";;
"2006,Malta,Human health and social work activities,""3,366""";;
"2006,Malta,""Arts, entertainment and recreation"",""1,152""";;
"2006,Malta,Other service activities,""2,405""";;
2006,Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Malta,Activities of extraterritorial organisations and bodies,305;;
"2006,Netherlands,Total - All NACE activities,""164,999,407""";;
"2006,Netherlands,""Agriculture, forestry and fishing"",""8,686,957""";;
"2006,Netherlands,Mining and quarrying,""2,419,627""";;
"2006,Netherlands,Manufacturing,""46,339,619""";;
"2006,Netherlands,""Electricity, gas, steam and air conditioning supply"",""50,809,380""";;
"2006,Netherlands,""Water supply";" sewerage, waste management and remediation activities"",""7,325,883""";
2006,Netherlands,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""5,279,330""";
"2006,Netherlands,Transportation and storage,""27,573,897""";;
"2006,Netherlands,Accommodation and food service activities,""1,155,560""";;
"2006,Netherlands,Information and communication,""343,543""";;
"2006,Netherlands,Financial and insurance activities,""818,082""";;
"2006,Netherlands,Real estate activities,""765,423""";;
"2006,Netherlands,""Professional, scientific and technical activities"",""1,047,930""";;
"2006,Netherlands,Administrative and support service activities,""2,421,435""";;
2006,Netherlands,Public administration and defence;" compulsory social security,""2,467,427""";
"2006,Netherlands,Education,""956,918""";;
"2006,Netherlands,Human health and social work activities,""1,949,892""";;
"2006,Netherlands,""Arts, entertainment and recreation"",""689,844""";;
"2006,Netherlands,Other service activities,""763,115""";;
2006,Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Netherlands,Activities of extraterritorial organisations and bodies,0;;
2006,Austria,Total - All NACE activities,:;;
"2006,Austria,""Agriculture, forestry and fishing"",:";;
2006,Austria,Mining and quarrying,:;;
2006,Austria,Manufacturing,:;;
"2006,Austria,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Austria,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Austria,Transportation and storage,:;;
2006,Austria,Accommodation and food service activities,:;;
2006,Austria,Information and communication,:;;
2006,Austria,Financial and insurance activities,:;;
2006,Austria,Real estate activities,:;;
"2006,Austria,""Professional, scientific and technical activities"",:";;
2006,Austria,Administrative and support service activities,:;;
2006,Austria,Public administration and defence; compulsory social security,:;
2006,Austria,Education,:;;
2006,Austria,Human health and social work activities,:;;
"2006,Austria,""Arts, entertainment and recreation"",:";;
2006,Austria,Other service activities,:;;
2006,Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Austria,Activities of extraterritorial organisations and bodies,:;;
2006,Poland,Total - All NACE activities,:;;
"2006,Poland,""Agriculture, forestry and fishing"",:";;
2006,Poland,Mining and quarrying,:;;
2006,Poland,Manufacturing,:;;
"2006,Poland,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Poland,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Poland,Transportation and storage,:;;
2006,Poland,Accommodation and food service activities,:;;
2006,Poland,Information and communication,:;;
2006,Poland,Financial and insurance activities,:;;
2006,Poland,Real estate activities,:;;
"2006,Poland,""Professional, scientific and technical activities"",:";;
2006,Poland,Administrative and support service activities,:;;
2006,Poland,Public administration and defence; compulsory social security,:;
2006,Poland,Education,:;;
2006,Poland,Human health and social work activities,:;;
"2006,Poland,""Arts, entertainment and recreation"",:";;
2006,Poland,Other service activities,:;;
2006,Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Poland,Activities of extraterritorial organisations and bodies,:;;
"2006,Portugal,Total - All NACE activities,""55,837,100""";;
"2006,Portugal,""Agriculture, forestry and fishing"",""2,248,700""";;
"2006,Portugal,Mining and quarrying,""326,300""";;
"2006,Portugal,Manufacturing,""18,490,300""";;
"2006,Portugal,""Electricity, gas, steam and air conditioning supply"",""19,619,200""";;
"2006,Portugal,""Water supply";" sewerage, waste management and remediation activities"",""566,800""";
2006,Portugal,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""2,616,100""";
"2006,Portugal,Transportation and storage,""6,983,900""";;
"2006,Portugal,Accommodation and food service activities,""519,800""";;
"2006,Portugal,Information and communication,""78,300""";;
"2006,Portugal,Financial and insurance activities,""117,500""";;
"2006,Portugal,Real estate activities,""27,300""";;
"2006,Portugal,""Professional, scientific and technical activities"",""113,500""";;
"2006,Portugal,Administrative and support service activities,""259,600""";;
2006,Portugal,Public administration and defence;" compulsory social security,""757,000""";
"2006,Portugal,Education,""127,400""";;
"2006,Portugal,Human health and social work activities,""664,500""";;
"2006,Portugal,""Arts, entertainment and recreation"",""94,600""";;
"2006,Portugal,Other service activities,""90,100""";;
2006,Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Portugal,Activities of extraterritorial organisations and bodies,0;;
2006,Romania,Total - All NACE activities,:;;
"2006,Romania,""Agriculture, forestry and fishing"",:";;
2006,Romania,Mining and quarrying,:;;
2006,Romania,Manufacturing,:;;
"2006,Romania,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Romania,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Romania,Transportation and storage,:;;
2006,Romania,Accommodation and food service activities,:;;
2006,Romania,Information and communication,:;;
2006,Romania,Financial and insurance activities,:;;
2006,Romania,Real estate activities,:;;
"2006,Romania,""Professional, scientific and technical activities"",:";;
2006,Romania,Administrative and support service activities,:;;
2006,Romania,Public administration and defence; compulsory social security,:;
2006,Romania,Education,:;;
2006,Romania,Human health and social work activities,:;;
"2006,Romania,""Arts, entertainment and recreation"",:";;
2006,Romania,Other service activities,:;;
2006,Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Romania,Activities of extraterritorial organisations and bodies,:;;
2006,Slovenia,Total - All NACE activities,:;;
"2006,Slovenia,""Agriculture, forestry and fishing"",:";;
2006,Slovenia,Mining and quarrying,:;;
2006,Slovenia,Manufacturing,:;;
"2006,Slovenia,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Slovenia,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Slovenia,Transportation and storage,:;;
2006,Slovenia,Accommodation and food service activities,:;;
2006,Slovenia,Information and communication,:;;
2006,Slovenia,Financial and insurance activities,:;;
2006,Slovenia,Real estate activities,:;;
"2006,Slovenia,""Professional, scientific and technical activities"",:";;
2006,Slovenia,Administrative and support service activities,:;;
2006,Slovenia,Public administration and defence; compulsory social security,:;
2006,Slovenia,Education,:;;
2006,Slovenia,Human health and social work activities,:;;
"2006,Slovenia,""Arts, entertainment and recreation"",:";;
2006,Slovenia,Other service activities,:;;
2006,Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Slovenia,Activities of extraterritorial organisations and bodies,:;;
2006,Slovakia,Total - All NACE activities,:;;
"2006,Slovakia,""Agriculture, forestry and fishing"",:";;
2006,Slovakia,Mining and quarrying,:;;
2006,Slovakia,Manufacturing,:;;
"2006,Slovakia,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Slovakia,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Slovakia,Transportation and storage,:;;
2006,Slovakia,Accommodation and food service activities,:;;
2006,Slovakia,Information and communication,:;;
2006,Slovakia,Financial and insurance activities,:;;
2006,Slovakia,Real estate activities,:;;
"2006,Slovakia,""Professional, scientific and technical activities"",:";;
2006,Slovakia,Administrative and support service activities,:;;
2006,Slovakia,Public administration and defence; compulsory social security,:;
2006,Slovakia,Education,:;;
2006,Slovakia,Human health and social work activities,:;;
"2006,Slovakia,""Arts, entertainment and recreation"",:";;
2006,Slovakia,Other service activities,:;;
2006,Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Slovakia,Activities of extraterritorial organisations and bodies,:;;
2006,Finland,Total - All NACE activities,:;;
"2006,Finland,""Agriculture, forestry and fishing"",:";;
2006,Finland,Mining and quarrying,:;;
2006,Finland,Manufacturing,:;;
"2006,Finland,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Finland,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Finland,Transportation and storage,:;;
2006,Finland,Accommodation and food service activities,:;;
2006,Finland,Information and communication,:;;
2006,Finland,Financial and insurance activities,:;;
2006,Finland,Real estate activities,:;;
"2006,Finland,""Professional, scientific and technical activities"",:";;
2006,Finland,Administrative and support service activities,:;;
2006,Finland,Public administration and defence; compulsory social security,:;
2006,Finland,Education,:;;
2006,Finland,Human health and social work activities,:;;
"2006,Finland,""Arts, entertainment and recreation"",:";;
2006,Finland,Other service activities,:;;
2006,Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Finland,Activities of extraterritorial organisations and bodies,:;;
2006,Sweden,Total - All NACE activities,:;;
"2006,Sweden,""Agriculture, forestry and fishing"",:";;
2006,Sweden,Mining and quarrying,:;;
2006,Sweden,Manufacturing,:;;
"2006,Sweden,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Sweden,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Sweden,Transportation and storage,:;;
2006,Sweden,Accommodation and food service activities,:;;
2006,Sweden,Information and communication,:;;
2006,Sweden,Financial and insurance activities,:;;
2006,Sweden,Real estate activities,:;;
"2006,Sweden,""Professional, scientific and technical activities"",:";;
2006,Sweden,Administrative and support service activities,:;;
2006,Sweden,Public administration and defence; compulsory social security,:;
2006,Sweden,Education,:;;
2006,Sweden,Human health and social work activities,:;;
"2006,Sweden,""Arts, entertainment and recreation"",:";;
2006,Sweden,Other service activities,:;;
2006,Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Sweden,Activities of extraterritorial organisations and bodies,:;;
"2006,United Kingdom,Total - All NACE activities,""473,273,191""";;
"2006,United Kingdom,""Agriculture, forestry and fishing"",""6,548,455""";;
"2006,United Kingdom,Mining and quarrying,""20,968,743""";;
"2006,United Kingdom,Manufacturing,""113,037,506""";;
"2006,United Kingdom,""Electricity, gas, steam and air conditioning supply"",""185,485,287""";;
"2006,United Kingdom,""Water supply";" sewerage, waste management and remediation activities"",""3,525,743""";
2006,United Kingdom,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""12,242,818""";
"2006,United Kingdom,Transportation and storage,""91,725,889""";;
"2006,United Kingdom,Accommodation and food service activities,""2,956,740""";;
"2006,United Kingdom,Information and communication,""1,297,240""";;
"2006,United Kingdom,Financial and insurance activities,""155,180""";;
"2006,United Kingdom,Real estate activities,""662,596""";;
"2006,United Kingdom,""Professional, scientific and technical activities"",""2,040,129""";;
"2006,United Kingdom,Administrative and support service activities,""2,662,937""";;
2006,United Kingdom,Public administration and defence;" compulsory social security,""7,982,344""";
"2006,United Kingdom,Education,""3,763,540""";;
"2006,United Kingdom,Human health and social work activities,""4,299,677""";;
"2006,United Kingdom,""Arts, entertainment and recreation"",""1,309,670""";;
"2006,United Kingdom,Other service activities,""1,301,168""";;
2006,United Kingdom,Activities of households as employers;" undifferentiated goods- and services-producing activities of households for own use,""217,094""";
2006,United Kingdom,Activities of extraterritorial organisations and bodies,0;;
"2006,Norway,Total - All NACE activities,""51,752,623""";;
"2006,Norway,""Agriculture, forestry and fishing"",""1,951,534""";;
"2006,Norway,Mining and quarrying,""13,272,638""";;
"2006,Norway,Manufacturing,""12,163,744""";;
"2006,Norway,""Electricity, gas, steam and air conditioning supply"",""664,177""";;
"2006,Norway,""Water supply";" sewerage, waste management and remediation activities"",""111,419""";
2006,Norway,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""482,575""";
"2006,Norway,Transportation and storage,""21,133,327""";;
"2006,Norway,Accommodation and food service activities,""68,899""";;
"2006,Norway,Information and communication,""26,225""";;
"2006,Norway,Financial and insurance activities,""114,377""";;
"2006,Norway,Real estate activities,""31,518""";;
"2006,Norway,""Professional, scientific and technical activities"",0";;
2006,Norway,Administrative and support service activities,0;;
2006,Norway,Public administration and defence;" compulsory social security,""295,273""";
"2006,Norway,Education,""108,166""";;
"2006,Norway,Human health and social work activities,""308,635""";;
"2006,Norway,""Arts, entertainment and recreation"",0";;
"2006,Norway,Other service activities,""320,535""";;
2006,Norway,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Norway,Activities of extraterritorial organisations and bodies,0;;
"2006,Switzerland,Total - All NACE activities,""27,749,930""";;
"2006,Switzerland,""Agriculture, forestry and fishing"",""910,867""";;
"2006,Switzerland,Mining and quarrying,""83,589""";;
"2006,Switzerland,Manufacturing,""9,282,890""";;
"2006,Switzerland,""Electricity, gas, steam and air conditioning supply"",""654,952""";;
"2006,Switzerland,""Water supply";" sewerage, waste management and remediation activities"",""2,480,547""";
2006,Switzerland,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""1,917,872""";
"2006,Switzerland,Transportation and storage,""6,130,258""";;
"2006,Switzerland,Accommodation and food service activities,""707,633""";;
"2006,Switzerland,Information and communication,""184,199""";;
"2006,Switzerland,Financial and insurance activities,""497,396""";;
"2006,Switzerland,Real estate activities,""200,513""";;
"2006,Switzerland,""Professional, scientific and technical activities"",""536,799""";;
"2006,Switzerland,Administrative and support service activities,""272,947""";;
2006,Switzerland,Public administration and defence;" compulsory social security,""1,415,789""";
"2006,Switzerland,Education,""68,314""";;
"2006,Switzerland,Human health and social work activities,""768,839""";;
"2006,Switzerland,""Arts, entertainment and recreation"",""213,051""";;
"2006,Switzerland,Other service activities,""280,745""";;
2006,Switzerland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
2006,Switzerland,Activities of extraterritorial organisations and bodies,0;;
2006,Serbia,Total - All NACE activities,:;;
"2006,Serbia,""Agriculture, forestry and fishing"",:";;
2006,Serbia,Mining and quarrying,:;;
2006,Serbia,Manufacturing,:;;
"2006,Serbia,""Electricity, gas, steam and air conditioning supply"",:";;
"2006,Serbia,""Water supply";" sewerage, waste management and remediation activities"",:";
2006,Serbia,Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2006,Serbia,Transportation and storage,:;;
2006,Serbia,Accommodation and food service activities,:;;
2006,Serbia,Information and communication,:;;
2006,Serbia,Financial and insurance activities,:;;
2006,Serbia,Real estate activities,:;;
"2006,Serbia,""Professional, scientific and technical activities"",:";;
2006,Serbia,Administrative and support service activities,:;;
2006,Serbia,Public administration and defence; compulsory social security,:;
2006,Serbia,Education,:;;
2006,Serbia,Human health and social work activities,:;;
"2006,Serbia,""Arts, entertainment and recreation"",:";;
2006,Serbia,Other service activities,:;;
2006,Serbia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2006,Serbia,Activities of extraterritorial organisations and bodies,:;;
"2006,Turkey,Total - All NACE activities,""255,681,644""";;
"2006,Turkey,""Agriculture, forestry and fishing"",""10,888,921""";;
"2006,Turkey,Mining and quarrying,""2,783,948""";;
"2006,Turkey,Manufacturing,""119,242,432""";;
"2006,Turkey,""Electricity, gas, steam and air conditioning supply"",""88,249,715""";;
"2006,Turkey,""Water supply";" sewerage, waste management and remediation activities"",""889,686""";
2006,Turkey,Wholesale and retail trade;" repair of motor vehicles and motorcycles,""694,359""";
"2006,Turkey,Transportation and storage,""16,577,726""";;
"2006,Turkey,Accommodation and food service activities,""35,027""";;
"2006,Turkey,Information and communication,""59,293""";;
"2006,Turkey,Financial and insurance activities,""83,772""";;
"2006,Turkey,Real estate activities,""55,025""";;
"2006,Turkey,""Professional, scientific and technical activities"",""142,326""";;
"2006,Turkey,Administrative and support service activities,""1,058,645""";;
2006,Turkey,Public administration and defence;" compulsory social security,""57,029""";
"2006,Turkey,Education,""53,105""";;
"2006,Turkey,Human health and social work activities,""58,185""";;
"2006,Turkey,""Arts, entertainment and recreation"",""20,230""";;
"2006,Turkey,Other service activities,""104,826""";;
2006,Turkey,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0;
"2006,Turkey,Activities of extraterritorial organisations and bodies,""24,061""";;
2007,European Union (28 countries),Total - All NACE activities,:;;
"2007,European Union (28 countries),""Agriculture, forestry and fishing"",:";;
2007,European Union (28 countries),Mining and quarrying,:;;
2007,European Union (28 countries),Manufacturing,:;;
"2007,European Union (28 countries),""Electricity, gas, steam and air conditioning supply"",:";;
"2007,European Union (28 countries),""Water supply";" sewerage, waste management and remediation activities"",:";
2007,European Union (28 countries),Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2007,European Union (28 countries),Transportation and storage,:;;
2007,European Union (28 countries),Accommodation and food service activities,:;;
2007,European Union (28 countries),Information and communication,:;;
2007,European Union (28 countries),Financial and insurance activities,:;;
2007,European Union (28 countries),Real estate activities,:;;
"2007,European Union (28 countries),""Professional, scientific and technical activities"",:";;
2007,European Union (28 countries),Administrative and support service activities,:;;
2007,European Union (28 countries),Public administration and defence; compulsory social security,:;
2007,European Union (28 countries),Education,:;;
2007,European Union (28 countries),Human health and social work activities,:;;
"2007,European Union (28 countries),""Arts, entertainment and recreation"",:";;
2007,European Union (28 countries),Other service activities,:;;
2007,European Union (28 countries),Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,:;
2007,European Union (28 countries),Activities of extraterritorial organisations and bodies,:;;
2007,European Union (27 countries),Total - All NACE activities,:;;
"2007,European Union (27 countries),""Agriculture, forestry and fishing"",:";;
2007,European Union (27 countries),Mining and quarrying,:;;
2007,European Union (27 countries),Manufacturing,:;;
"2007,European Union (27 countries),""Electricity, gas, steam and air conditioning supply"",:";;
"2007,European Union (27 countries),""Water supply";" sewerage, waste management and remediation activities"",:";
2007,European Union (27 countries),Wholesale and retail trade; repair of motor vehicles and motorcycles,:;
2007,European Union (27 countries),Transportation and storage,:;;
2007,European Union (27 countries),Accommodation and food service activities,:;;
2007,European Union (27 countries),Information and communication,:;;
2007,European Union (27 countries),Financial and insurance activities,:;;
2007,European Union (27 countries),Real estate activities,:;;
"2007,European Union (27 countries),""Professional, scientific and technical activities"",:";;
2007,European Union (27 countries),Administrative and support service activities,:;;
2007,European Union (27 countries),Public administration and defence; compulsory social security,:;
