"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2004","2004","IDX","Index","0","units","1990_100","1990=100",146.277,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2005","2005","IDX","Index","0","units","1990_100","1990=100",147.681,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2006","2006","IDX","Index","0","units","1990_100","1990=100",153.948,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2007","2007","IDX","Index","0","units","1990_100","1990=100",154.529,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2008","2008","IDX","Index","0","units","1990_100","1990=100",155.958,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2009","2009","IDX","Index","0","units","1990_100","1990=100",153.589,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2010","2010","IDX","Index","0","units","1990_100","1990=100",146.717,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2011","2011","IDX","Index","0","units","1990_100","1990=100",150.028,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2012","2012","IDX","Index","0","units","1990_100","1990=100",152.413,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2013","2013","IDX","Index","0","units","1990_100","1990=100",153.096,,
"AUT","Austria","MW_INDEX","Municipal waste generated, Index","2014","2014","IDX","Index","0","units","1990_100","1990=100",150.827,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1990","1990","PC","Percentage","0","units",,,34.529,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1991","1991","PC","Percentage","0","units",,,29.567,"B","Break"
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1992","1992","PC","Percentage","0","units",,,32.341,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1993","1993","PC","Percentage","0","units",,,37.751,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1994","1994","PC","Percentage","0","units",,,43.449,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1995","1995","PC","Percentage","0","units",,,45.789,"B","Break"
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1996","1996","PC","Percentage","0","units",,,55.062,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1997","1997","PC","Percentage","0","units",,,55.094,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1998","1998","PC","Percentage","0","units",,,55.906,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1999","1999","PC","Percentage","0","units",,,56.017,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2000","2000","PC","Percentage","0","units",,,55.27,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2001","2001","PC","Percentage","0","units",,,55.907,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2002","2002","PC","Percentage","0","units",,,56.938,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2003","2003","PC","Percentage","0","units",,,57.374,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2004","2004","PC","Percentage","0","units",,,58.119,"B","Break"
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2005","2005","PC","Percentage","0","units",,,59.911,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2006","2006","PC","Percentage","0","units",,,60.401,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2007","2007","PC","Percentage","0","units",,,61.306,,
"AUT","Austria","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2008","2008","PC","Percentage","0","units",,,64.61,,
