COU,Country,ISIC,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CZE,Czech Republic,13-15,Manufacture of textiles, wearing apparel, leather and related products,2008,2008,TONNE,Tonnes,3,thousands,,,63.272,,
CZE,Czech Republic,13-15,Manufacture of textiles, wearing apparel, leather and related products,2010,2010,TONNE,Tonnes,3,thousands,,,43.392,,
CZE,Czech Republic,13-15,Manufacture of textiles, wearing apparel, leather and related products,2012,2012,TONNE,Tonnes,3,thousands,,,37.019,,
CZE,Czech Republic,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2006,2006,TONNE,Tonnes,3,thousands,,,510.996,,
CZE,Czech Republic,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2008,2008,TONNE,Tonnes,3,thousands,,,166.063,,
CZE,Czech Republic,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2010,2010,TONNE,Tonnes,3,thousands,,,223.361,,
CZE,Czech Republic,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2012,2012,TONNE,Tonnes,3,thousands,,,154.442,,
CZE,Czech Republic,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2006,2006,TONNE,Tonnes,3,thousands,,,280.57,,
CZE,Czech Republic,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2008,2008,TONNE,Tonnes,3,thousands,,,210.061,,
CZE,Czech Republic,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2010,2010,TONNE,Tonnes,3,thousands,,,326.929,,
CZE,Czech Republic,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2012,2012,TONNE,Tonnes,3,thousands,,,323.562,,
CZE,Czech Republic,19,Manufacture of coke and refined petroleum products,2006,2006,TONNE,Tonnes,3,thousands,,,12.27,,
CZE,Czech Republic,19,Manufacture of coke and refined petroleum products,2008,2008,TONNE,Tonnes,3,thousands,,,9.072,,
CZE,Czech Republic,19,Manufacture of coke and refined petroleum products,2010,2010,TONNE,Tonnes,3,thousands,,,12.693,,
CZE,Czech Republic,19,Manufacture of coke and refined petroleum products,2012,2012,TONNE,Tonnes,3,thousands,,,8.966,,
CZE,Czech Republic,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2006,2006,TONNE,Tonnes,3,thousands,,,335.686,,
CZE,Czech Republic,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2008,2008,TONNE,Tonnes,3,thousands,,,359.018,,
CZE,Czech Republic,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2010,2010,TONNE,Tonnes,3,thousands,,,324.836,,
CZE,Czech Republic,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2012,2012,TONNE,Tonnes,3,thousands,,,273.85,,
CZE,Czech Republic,23,Manufacture of other non-metallic mineral products,2006,2006,TONNE,Tonnes,3,thousands,,,570.34,,
CZE,Czech Republic,23,Manufacture of other non-metallic mineral products,2008,2008,TONNE,Tonnes,3,thousands,,,483.025,,
CZE,Czech Republic,23,Manufacture of other non-metallic mineral products,2010,2010,TONNE,Tonnes,3,thousands,,,372.277,,
CZE,Czech Republic,23,Manufacture of other non-metallic mineral products,2012,2012,TONNE,Tonnes,3,thousands,,,377.709,,
CZE,Czech Republic,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,3403.735,,
CZE,Czech Republic,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,3551.255,,
CZE,Czech Republic,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,2610.805,,
CZE,Czech Republic,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,2933.504,,
CZE,Czech Republic,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,2078.571,,
CZE,Czech Republic,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,2012.016,,
CZE,Czech Republic,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,1372.437,,
CZE,Czech Republic,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,1468.664,,
CZE,Czech Republic,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2006,2006,TONNE,Tonnes,3,thousands,,,1257.64,,
CZE,Czech Republic,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2008,2008,TONNE,Tonnes,3,thousands,,,1299.592,,
CZE,Czech Republic,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2010,2010,TONNE,Tonnes,3,thousands,,,1120.876,,
CZE,Czech Republic,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2012,2012,TONNE,Tonnes,3,thousands,,,1321.348,,
CZE,Czech Republic,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,67.524,,
CZE,Czech Republic,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,239.647,,
CZE,Czech Republic,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,117.492,,
CZE,Czech Republic,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,143.492,,
CZE,Czech Republic,35,Energy Production ,2006,2006,TONNE,Tonnes,3,thousands,,,2493.774,,
CZE,Czech Republic,35,Energy Production ,2008,2008,TONNE,Tonnes,3,thousands,,,1919.392,,
CZE,Czech Republic,35,Energy Production ,2010,2010,TONNE,Tonnes,3,thousands,,,1540.194,,
CZE,Czech Republic,35,Energy Production ,2012,2012,TONNE,Tonnes,3,thousands,,,1062.31,,
CZE,Czech Republic,36-39,Water supply sewerage waste management ,2006,2006,TONNE,Tonnes,3,thousands,,,2111.503,,
CZE,Czech Republic,36-39,Water supply sewerage waste management ,2008,2008,TONNE,Tonnes,3,thousands,,,2420.009,,
CZE,Czech Republic,36-39,Water supply sewerage waste management ,2010,2010,TONNE,Tonnes,3,thousands,,,3102.047,,
CZE,Czech Republic,36-39,Water supply sewerage waste management ,2012,2012,TONNE,Tonnes,3,thousands,,,3437.278,,
CZE,Czech Republic,41-43,Construction,2006,2006,TONNE,Tonnes,3,thousands,,,8242,,
CZE,Czech Republic,41-43,Construction,2008,2008,TONNE,Tonnes,3,thousands,,,10622.885,,
CZE,Czech Republic,41-43,Construction,2010,2010,TONNE,Tonnes,3,thousands,,,9315.976,,
CZE,Czech Republic,41-43,Construction,2012,2012,TONNE,Tonnes,3,thousands,,,8585.23,,
CZE,Czech Republic,45-98,Other,2006,2006,TONNE,Tonnes,3,thousands,,,4965.256,,
CZE,Czech Republic,45-98,Other,2008,2008,TONNE,Tonnes,3,thousands,,,4590.191,,
CZE,Czech Republic,45-98,Other,2010,2010,TONNE,Tonnes,3,thousands,,,5091.281,,
CZE,Czech Republic,45-98,Other,2012,2012,TONNE,Tonnes,3,thousands,,,5026.518,,
CZE,Czech Republic,INT_CAPITA,Primary waste per capita,2006,2006,KG_HAB,Kilograms per capita,0,units,,,2379.593,,
CZE,Czech Republic,INT_CAPITA,Primary waste per capita,2008,2008,KG_HAB,Kilograms per capita,0,units,,,2415.394,,
CZE,Czech Republic,INT_CAPITA,Primary waste per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,2230.823,,
CZE,Czech Republic,INT_CAPITA,Primary waste per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,2171.352,,
CZE,Czech Republic,INT_GDP,Primary waste per unit of GDP,2006,2006,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,100.446,,
CZE,Czech Republic,INT_GDP,Primary waste per unit of GDP,2008,2008,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,95.558,,
CZE,Czech Republic,INT_GDP,Primary waste per unit of GDP,2010,2010,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,91.427,,
CZE,Czech Republic,INT_GDP,Primary waste per unit of GDP,2012,2012,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,88,,
CZE,Czech Republic,INT_CONS,Waste from construction sector per capita,2006,2006,KG_HAB,Kilograms per capita,0,units,,,802.794,,
CZE,Czech Republic,INT_CONS,Waste from construction sector per capita,2008,2008,KG_HAB,Kilograms per capita,0,units,,,1018.524,,
CZE,Czech Republic,INT_CONS,Waste from construction sector per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,885.781,,
CZE,Czech Republic,INT_CONS,Waste from construction sector per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,816.918,,
DNK,Denmark,TOTAL_S,Total amounts of waste generated by sector,2010,2010,TONNE,Tonnes,3,thousands,,,16217.736,,
DNK,Denmark,TOTAL_S,Total amounts of waste generated by sector,2012,2012,TONNE,Tonnes,3,thousands,,,16332.249,,
DNK,Denmark,RES,Sorting residues, secondary waste,2010,2010,TONNE,Tonnes,3,thousands,,,490.129,,
DNK,Denmark,RES,Sorting residues, secondary waste,2012,2012,TONNE,Tonnes,3,thousands,,,510.461,,
DNK,Denmark,TOTAL,Total amounts of primary waste generated,2010,2010,TONNE,Tonnes,3,thousands,,,15727.607,,
DNK,Denmark,TOTAL,Total amounts of primary waste generated,2012,2012,TONNE,Tonnes,3,thousands,,,15821.788,,
DNK,Denmark,01-03,Agriculture forestry and fishing ,2010,2010,TONNE,Tonnes,3,thousands,,,161.495,,
DNK,Denmark,01-03,Agriculture forestry and fishing ,2012,2012,TONNE,Tonnes,3,thousands,,,140.86,,
DNK,Denmark,05-09,Mining and Quarrying,2010,2010,TONNE,Tonnes,3,thousands,,,21.13,,
DNK,Denmark,05-09,Mining and Quarrying,2012,2012,TONNE,Tonnes,3,thousands,,,17.725,,
DNK,Denmark,10-33,Manufacturing industries: Total,2010,2010,TONNE,Tonnes,3,thousands,,,1523.162,,
DNK,Denmark,10-33,Manufacturing industries: Total,2012,2012,TONNE,Tonnes,3,thousands,,,1594.788,,
DNK,Denmark,10-12,Manufacture of food products beverages and tobacco products,2010,2010,TONNE,Tonnes,3,thousands,,,582.596,,
DNK,Denmark,10-12,Manufacture of food products beverages and tobacco products,2012,2012,TONNE,Tonnes,3,thousands,,,584.574,,
DNK,Denmark,13-15,Manufacture of textiles, wearing apparel, leather and related products,2010,2010,TONNE,Tonnes,3,thousands,,,18.552,,
DNK,Denmark,13-15,Manufacture of textiles, wearing apparel, leather and related products,2012,2012,TONNE,Tonnes,3,thousands,,,7.851,,
DNK,Denmark,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2010,2010,TONNE,Tonnes,3,thousands,,,13.299,,
DNK,Denmark,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2012,2012,TONNE,Tonnes,3,thousands,,,14.51,,
DNK,Denmark,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2010,2010,TONNE,Tonnes,3,thousands,,,100.979,,
DNK,Denmark,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2012,2012,TONNE,Tonnes,3,thousands,,,103.551,,
DNK,Denmark,19,Manufacture of coke and refined petroleum products,2010,2010,TONNE,Tonnes,3,thousands,,,12.557,,
DNK,Denmark,19,Manufacture of coke and refined petroleum products,2012,2012,TONNE,Tonnes,3,thousands,,,11.302,,
DNK,Denmark,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2010,2010,TONNE,Tonnes,3,thousands,,,159.533,,
DNK,Denmark,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2012,2012,TONNE,Tonnes,3,thousands,,,164.059,,
DNK,Denmark,23,Manufacture of other non-metallic mineral products,2010,2010,TONNE,Tonnes,3,thousands,,,134.564,,
DNK,Denmark,23,Manufacture of other non-metallic mineral products,2012,2012,TONNE,Tonnes,3,thousands,,,227.428,,
DNK,Denmark,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,501.082,,
DNK,Denmark,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,481.513,,
DNK,Denmark,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,250.416,,
DNK,Denmark,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,277.955,,
DNK,Denmark,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2010,2010,TONNE,Tonnes,3,thousands,,,187.881,,
DNK,Denmark,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2012,2012,TONNE,Tonnes,3,thousands,,,163.835,,
DNK,Denmark,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,62.785,,
DNK,Denmark,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,39.723,,
DNK,Denmark,35,Energy Production ,2010,2010,TONNE,Tonnes,3,thousands,,,940.119,,
DNK,Denmark,35,Energy Production ,2012,2012,TONNE,Tonnes,3,thousands,,,887.308,,
DNK,Denmark,36-39,Water supply sewerage waste management ,2010,2010,TONNE,Tonnes,3,thousands,,,2955.747,,
DNK,Denmark,36-39,Water supply sewerage waste management ,2012,2012,TONNE,Tonnes,3,thousands,,,2412.835,,
DNK,Denmark,41-43,Construction,2010,2010,TONNE,Tonnes,3,thousands,,,3122.188,,
DNK,Denmark,41-43,Construction,2012,2012,TONNE,Tonnes,3,thousands,,,3856.141,,
DNK,Denmark,45-98,Other,2010,2010,TONNE,Tonnes,3,thousands,,,7003.766,,
DNK,Denmark,45-98,Other,2012,2012,TONNE,Tonnes,3,thousands,,,6912.131,,
DNK,Denmark,INT_CAPITA,Primary waste per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,2834.993,,
DNK,Denmark,INT_CAPITA,Primary waste per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,2828.319,,
DNK,Denmark,INT_GDP,Primary waste per unit of GDP,2010,2010,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,84.97,,
DNK,Denmark,INT_GDP,Primary waste per unit of GDP,2012,2012,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,85.063,,
DNK,Denmark,INT_CONS,Waste from construction sector per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,562.793,,
DNK,Denmark,INT_CONS,Waste from construction sector per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,689.328,,
FIN,Finland,TOTAL_S,Total amounts of waste generated by sector,2006,2006,TONNE,Tonnes,3,thousands,,,72205.476,,
FIN,Finland,TOTAL_S,Total amounts of waste generated by sector,2008,2008,TONNE,Tonnes,3,thousands,,,81792.854,,
FIN,Finland,TOTAL_S,Total amounts of waste generated by sector,2010,2010,TONNE,Tonnes,3,thousands,,,104336.944,,
FIN,Finland,TOTAL_S,Total amounts of waste generated by sector,2012,2012,TONNE,Tonnes,3,thousands,,,91824.193,,
FIN,Finland,RES,Sorting residues, secondary waste,2006,2006,TONNE,Tonnes,3,thousands,,,408.668,,
FIN,Finland,RES,Sorting residues, secondary waste,2008,2008,TONNE,Tonnes,3,thousands,,,529.165,,
FIN,Finland,RES,Sorting residues, secondary waste,2010,2010,TONNE,Tonnes,3,thousands,,,683.453,,
FIN,Finland,RES,Sorting residues, secondary waste,2012,2012,TONNE,Tonnes,3,thousands,,,293.057,,
FIN,Finland,TOTAL,Total amounts of primary waste generated,2006,2006,TONNE,Tonnes,3,thousands,,,71796.808,,
FIN,Finland,TOTAL,Total amounts of primary waste generated,2008,2008,TONNE,Tonnes,3,thousands,,,81263.689,,
FIN,Finland,TOTAL,Total amounts of primary waste generated,2010,2010,TONNE,Tonnes,3,thousands,,,103653.491,,
FIN,Finland,TOTAL,Total amounts of primary waste generated,2012,2012,TONNE,Tonnes,3,thousands,,,91531.136,,
FIN,Finland,01-03,Agriculture forestry and fishing ,2006,2006,TONNE,Tonnes,3,thousands,,,2038.408,,
FIN,Finland,01-03,Agriculture forestry and fishing ,2008,2008,TONNE,Tonnes,3,thousands,,,2738.973,,
FIN,Finland,01-03,Agriculture forestry and fishing ,2010,2010,TONNE,Tonnes,3,thousands,,,2772.031,,
FIN,Finland,01-03,Agriculture forestry and fishing ,2012,2012,TONNE,Tonnes,3,thousands,,,3157.813,,
FIN,Finland,05-09,Mining and Quarrying,2006,2006,TONNE,Tonnes,3,thousands,,,21500.896,,
FIN,Finland,05-09,Mining and Quarrying,2008,2008,TONNE,Tonnes,3,thousands,,,31796.383,,
FIN,Finland,05-09,Mining and Quarrying,2010,2010,TONNE,Tonnes,3,thousands,,,54851,,
FIN,Finland,05-09,Mining and Quarrying,2012,2012,TONNE,Tonnes,3,thousands,,,52880,,
FIN,Finland,10-33,Manufacturing industries: Total,2006,2006,TONNE,Tonnes,3,thousands,,,17937.26,,
FIN,Finland,10-33,Manufacturing industries: Total,2008,2008,TONNE,Tonnes,3,thousands,,,16947.822,,
FIN,Finland,10-33,Manufacturing industries: Total,2010,2010,TONNE,Tonnes,3,thousands,,,15198.831,,
FIN,Finland,10-33,Manufacturing industries: Total,2012,2012,TONNE,Tonnes,3,thousands,,,14529.726,,
FIN,Finland,10-12,Manufacture of food products beverages and tobacco products,2006,2006,TONNE,Tonnes,3,thousands,,,849.971,,
