TIME,GEO,INDUSTRY,EMISSION
2005,European Union (27 countries),Administrative and support service activities,-1
2005,European Union (27 countries),Public administration and defence_ compulsory social security,-1
2005,European Union (27 countries),Education,-1
2005,European Union (27 countries),Human health and social work activities,-1
2005,European Union (27 countries),Arts_ entertainment and recreation,-1
2005,European Union (27 countries),Other service activities,-1
2005,European Union (27 countries),Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,European Union (27 countries),Activities of extraterritorial organisations and bodies,-1
2005,Belgium,Total - All NACE activities,98483772
2005,Belgium,Agriculture_ forestry and fishing,2734292
2005,Belgium,Mining and quarrying,2781
2005,Belgium,Manufacturing,43094386
2005,Belgium,Electricity_ gas_ steam and air conditioning supply,24494762
2005,Belgium,Water supply_ sewerage_ waste management and remediation activities,754871
2005,Belgium,Wholesale and retail trade_ repair of motor vehicles and motorcycles,3113754
2005,Belgium,Transportation and storage,14189631
2005,Belgium,Accommodation and food service activities,582367
2005,Belgium,Information and communication,564564
2005,Belgium,Financial and insurance activities,217902
2005,Belgium,Real estate activities,115680
2005,Belgium,Professional_ scientific and technical activities,911714
2005,Belgium,Administrative and support service activities,1679599
2005,Belgium,Public administration and defence_ compulsory social security,1722142
2005,Belgium,Education,890414
2005,Belgium,Human health and social work activities,761127
2005,Belgium,Arts_ entertainment and recreation,201016
2005,Belgium,Other service activities,397757
2005,Belgium,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Belgium,Activities of extraterritorial organisations and bodies,0
2005,Bulgaria,Total - All NACE activities,-1
2005,Bulgaria,Agriculture_ forestry and fishing,-1
2005,Bulgaria,Mining and quarrying,-1
2005,Bulgaria,Manufacturing,-1
2005,Bulgaria,Electricity_ gas_ steam and air conditioning supply,-1
2005,Bulgaria,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Bulgaria,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Bulgaria,Transportation and storage,-1
2005,Bulgaria,Accommodation and food service activities,-1
2005,Bulgaria,Information and communication,-1
2005,Bulgaria,Financial and insurance activities,-1
2005,Bulgaria,Real estate activities,-1
2005,Bulgaria,Professional_ scientific and technical activities,-1
2005,Bulgaria,Administrative and support service activities,-1
2005,Bulgaria,Public administration and defence_ compulsory social security,-1
2005,Bulgaria,Education,-1
2005,Bulgaria,Human health and social work activities,-1
2005,Bulgaria,Arts_ entertainment and recreation,-1
2005,Bulgaria,Other service activities,-1
2005,Bulgaria,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Bulgaria,Activities of extraterritorial organisations and bodies,-1
2005,Czech Republic,Total - All NACE activities,-1
2005,Czech Republic,Agriculture_ forestry and fishing,-1
2005,Czech Republic,Mining and quarrying,-1
2005,Czech Republic,Manufacturing,-1
2005,Czech Republic,Electricity_ gas_ steam and air conditioning supply,-1
2005,Czech Republic,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Czech Republic,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Czech Republic,Transportation and storage,-1
2005,Czech Republic,Accommodation and food service activities,-1
2005,Czech Republic,Information and communication,-1
2005,Czech Republic,Financial and insurance activities,-1
2005,Czech Republic,Real estate activities,-1
2005,Czech Republic,Professional_ scientific and technical activities,-1
2005,Czech Republic,Administrative and support service activities,-1
2005,Czech Republic,Public administration and defence_ compulsory social security,-1
2005,Czech Republic,Education,-1
2005,Czech Republic,Human health and social work activities,-1
2005,Czech Republic,Arts_ entertainment and recreation,-1
2005,Czech Republic,Other service activities,-1
2005,Czech Republic,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Czech Republic,Activities of extraterritorial organisations and bodies,-1
2005,Denmark,Total - All NACE activities,76998241
2005,Denmark,Agriculture_ forestry and fishing,2649865
2005,Denmark,Mining and quarrying,2408195
2005,Denmark,Manufacturing,7423100
2005,Denmark,Electricity_ gas_ steam and air conditioning supply,20124446
2005,Denmark,Water supply_ sewerage_ waste management and remediation activities,1009699
2005,Denmark,Wholesale and retail trade_ repair of motor vehicles and motorcycles,1177232
2005,Denmark,Transportation and storage,38823666
2005,Denmark,Accommodation and food service activities,125429
2005,Denmark,Information and communication,109084
2005,Denmark,Financial and insurance activities,71636
2005,Denmark,Real estate activities,105232
2005,Denmark,Professional_ scientific and technical activities,184686
2005,Denmark,Administrative and support service activities,273374
2005,Denmark,Public administration and defence_ compulsory social security,480208
2005,Denmark,Education,143803
2005,Denmark,Human health and social work activities,228470
2005,Denmark,Arts_ entertainment and recreation,78801
2005,Denmark,Other service activities,111595
2005,Denmark,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Denmark,Activities of extraterritorial organisations and bodies,0
2005,Germany (until 1990 former territory of the FRG),Total - All NACE activities,-1
2005,Germany (until 1990 former territory of the FRG),Agriculture_ forestry and fishing,-1
2005,Germany (until 1990 former territory of the FRG),Mining and quarrying,-1
2005,Germany (until 1990 former territory of the FRG),Manufacturing,-1
2005,Germany (until 1990 former territory of the FRG),Electricity_ gas_ steam and air conditioning supply,-1
2005,Germany (until 1990 former territory of the FRG),Water supply_ sewerage_ waste management and remediation activities,-1
2005,Germany (until 1990 former territory of the FRG),Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Germany (until 1990 former territory of the FRG),Transportation and storage,-1
2005,Germany (until 1990 former territory of the FRG),Accommodation and food service activities,-1
2005,Germany (until 1990 former territory of the FRG),Information and communication,-1
2005,Germany (until 1990 former territory of the FRG),Financial and insurance activities,-1
2005,Germany (until 1990 former territory of the FRG),Real estate activities,-1
2005,Germany (until 1990 former territory of the FRG),Professional_ scientific and technical activities,-1
2005,Germany (until 1990 former territory of the FRG),Administrative and support service activities,-1
2005,Germany (until 1990 former territory of the FRG),Public administration and defence_ compulsory social security,-1
2005,Germany (until 1990 former territory of the FRG),Education,-1
2005,Germany (until 1990 former territory of the FRG),Human health and social work activities,-1
2005,Germany (until 1990 former territory of the FRG),Arts_ entertainment and recreation,-1
2005,Germany (until 1990 former territory of the FRG),Other service activities,-1
2005,Germany (until 1990 former territory of the FRG),Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Germany (until 1990 former territory of the FRG),Activities of extraterritorial organisations and bodies,-1
2005,Estonia,Total - All NACE activities,-1
2005,Estonia,Agriculture_ forestry and fishing,-1
2005,Estonia,Mining and quarrying,-1
2005,Estonia,Manufacturing,-1
2005,Estonia,Electricity_ gas_ steam and air conditioning supply,-1
2005,Estonia,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Estonia,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Estonia,Transportation and storage,-1
2005,Estonia,Accommodation and food service activities,-1
2005,Estonia,Information and communication,-1
2005,Estonia,Financial and insurance activities,-1
2005,Estonia,Real estate activities,-1
2005,Estonia,Professional_ scientific and technical activities,-1
2005,Estonia,Administrative and support service activities,-1
2005,Estonia,Public administration and defence_ compulsory social security,-1
2005,Estonia,Education,-1
2005,Estonia,Human health and social work activities,-1
2005,Estonia,Arts_ entertainment and recreation,-1
2005,Estonia,Other service activities,-1
2005,Estonia,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Estonia,Activities of extraterritorial organisations and bodies,-1
2005,Ireland,Total - All NACE activities,34103442
2005,Ireland,Agriculture_ forestry and fishing,1517901
2005,Ireland,Mining and quarrying,311329
2005,Ireland,Manufacturing,9084220
2005,Ireland,Electricity_ gas_ steam and air conditioning supply,15138530
2005,Ireland,Water supply_ sewerage_ waste management and remediation activities,81814
2005,Ireland,Wholesale and retail trade_ repair of motor vehicles and motorcycles,1639844
2005,Ireland,Transportation and storage,3584083
2005,Ireland,Accommodation and food service activities,447400
2005,Ireland,Information and communication,146253
2005,Ireland,Financial and insurance activities,86620
2005,Ireland,Real estate activities,48530
2005,Ireland,Professional_ scientific and technical activities,148803
2005,Ireland,Administrative and support service activities,123451
2005,Ireland,Public administration and defence_ compulsory social security,545532
2005,Ireland,Education,346429
2005,Ireland,Human health and social work activities,119702
2005,Ireland,Arts_ entertainment and recreation,39545
2005,Ireland,Other service activities,115978
2005,Ireland,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Ireland,Activities of extraterritorial organisations and bodies,0
2005,Greece,Total - All NACE activities,-1
2005,Greece,Agriculture_ forestry and fishing,-1
2005,Greece,Mining and quarrying,-1
2005,Greece,Manufacturing,-1
2005,Greece,Electricity_ gas_ steam and air conditioning supply,-1
2005,Greece,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Greece,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Greece,Transportation and storage,-1
2005,Greece,Accommodation and food service activities,-1
2005,Greece,Information and communication,-1
2005,Greece,Financial and insurance activities,-1
2005,Greece,Real estate activities,-1
2005,Greece,Professional_ scientific and technical activities,-1
2005,Greece,Administrative and support service activities,-1
2005,Greece,Public administration and defence_ compulsory social security,-1
2005,Greece,Education,-1
2005,Greece,Human health and social work activities,-1
2005,Greece,Arts_ entertainment and recreation,-1
2005,Greece,Other service activities,-1
2005,Greece,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Greece,Activities of extraterritorial organisations and bodies,-1
2005,Spain,Total - All NACE activities,-1
2005,Spain,Agriculture_ forestry and fishing,-1
2005,Spain,Mining and quarrying,-1
2005,Spain,Manufacturing,-1
2005,Spain,Electricity_ gas_ steam and air conditioning supply,-1
2005,Spain,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Spain,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Spain,Transportation and storage,-1
2005,Spain,Accommodation and food service activities,-1
2005,Spain,Information and communication,-1
2005,Spain,Financial and insurance activities,-1
2005,Spain,Real estate activities,-1
2005,Spain,Professional_ scientific and technical activities,-1
2005,Spain,Administrative and support service activities,-1
2005,Spain,Public administration and defence_ compulsory social security,-1
2005,Spain,Education,-1
2005,Spain,Human health and social work activities,-1
2005,Spain,Arts_ entertainment and recreation,-1
2005,Spain,Other service activities,-1
2005,Spain,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Spain,Activities of extraterritorial organisations and bodies,-1
2005,France,Total - All NACE activities,-1
2005,France,Agriculture_ forestry and fishing,-1
2005,France,Mining and quarrying,-1
2005,France,Manufacturing,-1
2005,France,Electricity_ gas_ steam and air conditioning supply,-1
2005,France,Water supply_ sewerage_ waste management and remediation activities,-1
2005,France,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,France,Transportation and storage,-1
2005,France,Accommodation and food service activities,-1
2005,France,Information and communication,-1
2005,France,Financial and insurance activities,-1
2005,France,Real estate activities,-1
2005,France,Professional_ scientific and technical activities,-1
2005,France,Administrative and support service activities,-1
2005,France,Public administration and defence_ compulsory social security,-1
2005,France,Education,-1
2005,France,Human health and social work activities,-1
2005,France,Arts_ entertainment and recreation,-1
2005,France,Other service activities,-1
2005,France,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,France,Activities of extraterritorial organisations and bodies,-1
2005,Croatia,Total - All NACE activities,-1
2005,Croatia,Agriculture_ forestry and fishing,-1
2005,Croatia,Mining and quarrying,-1
2005,Croatia,Manufacturing,-1
2005,Croatia,Electricity_ gas_ steam and air conditioning supply,-1
2005,Croatia,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Croatia,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Croatia,Transportation and storage,-1
2005,Croatia,Accommodation and food service activities,-1
2005,Croatia,Information and communication,-1
2005,Croatia,Financial and insurance activities,-1
2005,Croatia,Real estate activities,-1
2005,Croatia,Professional_ scientific and technical activities,-1
2005,Croatia,Administrative and support service activities,-1
2005,Croatia,Public administration and defence_ compulsory social security,-1
2005,Croatia,Education,-1
2005,Croatia,Human health and social work activities,-1
2005,Croatia,Arts_ entertainment and recreation,-1
2005,Croatia,Other service activities,-1
2005,Croatia,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Croatia,Activities of extraterritorial organisations and bodies,-1
2005,Italy,Total - All NACE activities,378813943
2005,Italy,Agriculture_ forestry and fishing,9183490
2005,Italy,Mining and quarrying,2010673
2005,Italy,Manufacturing,140951651
2005,Italy,Electricity_ gas_ steam and air conditioning supply,138104484
2005,Italy,Water supply_ sewerage_ waste management and remediation activities,8403002
2005,Italy,Wholesale and retail trade_ repair of motor vehicles and motorcycles,9781906
2005,Italy,Transportation and storage,53307761
2005,Italy,Accommodation and food service activities,2143008
2005,Italy,Information and communication,308328
2005,Italy,Financial and insurance activities,560721
2005,Italy,Real estate activities,257815
2005,Italy,Professional_ scientific and technical activities,1082261
2005,Italy,Administrative and support service activities,3097832
2005,Italy,Public administration and defence_ compulsory social security,2480390
2005,Italy,Education,47495
2005,Italy,Human health and social work activities,1368910
2005,Italy,Arts_ entertainment and recreation,454430
2005,Italy,Other service activities,848502
2005,Italy,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Italy,Activities of extraterritorial organisations and bodies,0
2005,Cyprus,Total - All NACE activities,-1
2005,Cyprus,Agriculture_ forestry and fishing,-1
2005,Cyprus,Mining and quarrying,-1
2005,Cyprus,Manufacturing,-1
2005,Cyprus,Electricity_ gas_ steam and air conditioning supply,-1
2005,Cyprus,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Cyprus,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Cyprus,Transportation and storage,-1
2005,Cyprus,Accommodation and food service activities,-1
2005,Cyprus,Information and communication,-1
2005,Cyprus,Financial and insurance activities,-1
2005,Cyprus,Real estate activities,-1
2005,Cyprus,Professional_ scientific and technical activities,-1
2005,Cyprus,Administrative and support service activities,-1
2005,Cyprus,Public administration and defence_ compulsory social security,-1
2005,Cyprus,Education,-1
2005,Cyprus,Human health and social work activities,-1
2005,Cyprus,Arts_ entertainment and recreation,-1
2005,Cyprus,Other service activities,-1
2005,Cyprus,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Cyprus,Activities of extraterritorial organisations and bodies,-1
2005,Latvia,Total - All NACE activities,-1
2005,Latvia,Agriculture_ forestry and fishing,-1
2005,Latvia,Mining and quarrying,-1
2005,Latvia,Manufacturing,-1
2005,Latvia,Electricity_ gas_ steam and air conditioning supply,-1
2005,Latvia,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Latvia,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Latvia,Transportation and storage,-1
2005,Latvia,Accommodation and food service activities,-1
2005,Latvia,Information and communication,-1
2005,Latvia,Financial and insurance activities,-1
2005,Latvia,Real estate activities,-1
2005,Latvia,Professional_ scientific and technical activities,-1
2005,Latvia,Administrative and support service activities,-1
2005,Latvia,Public administration and defence_ compulsory social security,-1
2005,Latvia,Education,-1
2005,Latvia,Human health and social work activities,-1
2005,Latvia,Arts_ entertainment and recreation,-1
2005,Latvia,Other service activities,-1
2005,Latvia,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Latvia,Activities of extraterritorial organisations and bodies,-1
2005,Lithuania,Total - All NACE activities,-1
2005,Lithuania,Agriculture_ forestry and fishing,-1
2005,Lithuania,Mining and quarrying,-1
2005,Lithuania,Manufacturing,-1
2005,Lithuania,Electricity_ gas_ steam and air conditioning supply,-1
2005,Lithuania,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Lithuania,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Lithuania,Transportation and storage,-1
2005,Lithuania,Accommodation and food service activities,-1
2005,Lithuania,Information and communication,-1
2005,Lithuania,Financial and insurance activities,-1
2005,Lithuania,Real estate activities,-1
2005,Lithuania,Professional_ scientific and technical activities,-1
2005,Lithuania,Administrative and support service activities,-1
2005,Lithuania,Public administration and defence_ compulsory social security,-1
2005,Lithuania,Education,-1
2005,Lithuania,Human health and social work activities,-1
2005,Lithuania,Arts_ entertainment and recreation,-1
2005,Lithuania,Other service activities,-1
2005,Lithuania,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Lithuania,Activities of extraterritorial organisations and bodies,-1
2005,Luxembourg,Total - All NACE activities,-1
2005,Luxembourg,Agriculture_ forestry and fishing,-1
2005,Luxembourg,Mining and quarrying,-1
2005,Luxembourg,Manufacturing,-1
2005,Luxembourg,Electricity_ gas_ steam and air conditioning supply,-1
2005,Luxembourg,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Luxembourg,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Luxembourg,Transportation and storage,-1
2005,Luxembourg,Accommodation and food service activities,-1
2005,Luxembourg,Information and communication,-1
2005,Luxembourg,Financial and insurance activities,-1
2005,Luxembourg,Real estate activities,-1
2005,Luxembourg,Professional_ scientific and technical activities,-1
2005,Luxembourg,Administrative and support service activities,-1
2005,Luxembourg,Public administration and defence_ compulsory social security,-1
2005,Luxembourg,Education,-1
2005,Luxembourg,Human health and social work activities,-1
2005,Luxembourg,Arts_ entertainment and recreation,-1
2005,Luxembourg,Other service activities,-1
2005,Luxembourg,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Luxembourg,Activities of extraterritorial organisations and bodies,-1
2005,Hungary,Total - All NACE activities,43575558
2005,Hungary,Agriculture_ forestry and fishing,1765412
2005,Hungary,Mining and quarrying,613507
2005,Hungary,Manufacturing,11439069
2005,Hungary,Electricity_ gas_ steam and air conditioning supply,18758991
2005,Hungary,Water supply_ sewerage_ waste management and remediation activities,250971
2005,Hungary,Wholesale and retail trade_ repair of motor vehicles and motorcycles,1457880
2005,Hungary,Transportation and storage,4077684
2005,Hungary,Accommodation and food service activities,165681
2005,Hungary,Information and communication,551707
2005,Hungary,Financial and insurance activities,422104
2005,Hungary,Real estate activities,680281
2005,Hungary,Professional_ scientific and technical activities,445793
2005,Hungary,Administrative and support service activities,455046
2005,Hungary,Public administration and defence_ compulsory social security,916538
2005,Hungary,Education,499027
2005,Hungary,Human health and social work activities,408090
2005,Hungary,Arts_ entertainment and recreation,100923
2005,Hungary,Other service activities,155733
2005,Hungary,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,1394
2005,Hungary,Activities of extraterritorial organisations and bodies,0
2005,Malta,Total - All NACE activities,5299147
2005,Malta,Agriculture_ forestry and fishing,11678
2005,Malta,Mining and quarrying,5757
2005,Malta,Manufacturing,48693
2005,Malta,Electricity_ gas_ steam and air conditioning supply,1989924
2005,Malta,Water supply_ sewerage_ waste management and remediation activities,5870
2005,Malta,Wholesale and retail trade_ repair of motor vehicles and motorcycles,31439
2005,Malta,Transportation and storage,3125138
2005,Malta,Accommodation and food service activities,3142
2005,Malta,Information and communication,4016
2005,Malta,Financial and insurance activities,2893
2005,Malta,Real estate activities,2069
2005,Malta,Professional_ scientific and technical activities,6056
2005,Malta,Administrative and support service activities,17502
2005,Malta,Public administration and defence_ compulsory social security,5470
2005,Malta,Education,1908
2005,Malta,Human health and social work activities,3603
2005,Malta,Arts_ entertainment and recreation,1232
2005,Malta,Other service activities,2522
2005,Malta,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Malta,Activities of extraterritorial organisations and bodies,311
2005,Netherlands,Total - All NACE activities,169682057
2005,Netherlands,Agriculture_ forestry and fishing,9307161
2005,Netherlands,Mining and quarrying,2525644
2005,Netherlands,Manufacturing,47049220
2005,Netherlands,Electricity_ gas_ steam and air conditioning supply,55131828
2005,Netherlands,Water supply_ sewerage_ waste management and remediation activities,7188191
2005,Netherlands,Wholesale and retail trade_ repair of motor vehicles and motorcycles,4923113
2005,Netherlands,Transportation and storage,28357580
2005,Netherlands,Accommodation and food service activities,988936
2005,Netherlands,Information and communication,309584
2005,Netherlands,Financial and insurance activities,706897
2005,Netherlands,Real estate activities,671063
2005,Netherlands,Professional_ scientific and technical activities,946793
2005,Netherlands,Administrative and support service activities,2278602
2005,Netherlands,Public administration and defence_ compulsory social security,2324933
2005,Netherlands,Education,831013
2005,Netherlands,Human health and social work activities,1658862
2005,Netherlands,Arts_ entertainment and recreation,604570
2005,Netherlands,Other service activities,674503
2005,Netherlands,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Netherlands,Activities of extraterritorial organisations and bodies,0
2005,Austria,Total - All NACE activities,-1
2005,Austria,Agriculture_ forestry and fishing,-1
2005,Austria,Mining and quarrying,-1
2005,Austria,Manufacturing,-1
2005,Austria,Electricity_ gas_ steam and air conditioning supply,-1
2005,Austria,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Austria,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Austria,Transportation and storage,-1
2005,Austria,Accommodation and food service activities,-1
2005,Austria,Information and communication,-1
2005,Austria,Financial and insurance activities,-1
2005,Austria,Real estate activities,-1
2005,Austria,Professional_ scientific and technical activities,-1
2005,Austria,Administrative and support service activities,-1
2005,Austria,Public administration and defence_ compulsory social security,-1
2005,Austria,Education,-1
2005,Austria,Human health and social work activities,-1
2005,Austria,Arts_ entertainment and recreation,-1
2005,Austria,Other service activities,-1
2005,Austria,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Austria,Activities of extraterritorial organisations and bodies,-1
2005,Poland,Total - All NACE activities,-1
2005,Poland,Agriculture_ forestry and fishing,-1
2005,Poland,Mining and quarrying,-1
2005,Poland,Manufacturing,-1
2005,Poland,Electricity_ gas_ steam and air conditioning supply,-1
2005,Poland,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Poland,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Poland,Transportation and storage,-1
2005,Poland,Accommodation and food service activities,-1
2005,Poland,Information and communication,-1
2005,Poland,Financial and insurance activities,-1
2005,Poland,Real estate activities,-1
2005,Poland,Professional_ scientific and technical activities,-1
2005,Poland,Administrative and support service activities,-1
2005,Poland,Public administration and defence_ compulsory social security,-1
2005,Poland,Education,-1
2005,Poland,Human health and social work activities,-1
2005,Poland,Arts_ entertainment and recreation,-1
2005,Poland,Other service activities,-1
2005,Poland,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Poland,Activities of extraterritorial organisations and bodies,-1
2005,Portugal,Total - All NACE activities,59959500
2005,Portugal,Agriculture_ forestry and fishing,2267100
2005,Portugal,Mining and quarrying,360000
2005,Portugal,Manufacturing,18655600
2005,Portugal,Electricity_ gas_ steam and air conditioning supply,22594800
2005,Portugal,Water supply_ sewerage_ waste management and remediation activities,594500
2005,Portugal,Wholesale and retail trade_ repair of motor vehicles and motorcycles,3270200
2005,Portugal,Transportation and storage,6688600
2005,Portugal,Accommodation and food service activities,516500
2005,Portugal,Information and communication,84600
2005,Portugal,Financial and insurance activities,113800
2005,Portugal,Real estate activities,29900
2005,Portugal,Professional_ scientific and technical activities,116200
2005,Portugal,Administrative and support service activities,282000
2005,Portugal,Public administration and defence_ compulsory social security,829900
2005,Portugal,Education,157600
2005,Portugal,Human health and social work activities,839500
2005,Portugal,Arts_ entertainment and recreation,106500
2005,Portugal,Other service activities,98200
2005,Portugal,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,0
2005,Portugal,Activities of extraterritorial organisations and bodies,0
2005,Romania,Total - All NACE activities,-1
2005,Romania,Agriculture_ forestry and fishing,-1
2005,Romania,Mining and quarrying,-1
2005,Romania,Manufacturing,-1
2005,Romania,Electricity_ gas_ steam and air conditioning supply,-1
2005,Romania,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Romania,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Romania,Transportation and storage,-1
2005,Romania,Accommodation and food service activities,-1
2005,Romania,Information and communication,-1
2005,Romania,Financial and insurance activities,-1
2005,Romania,Real estate activities,-1
2005,Romania,Professional_ scientific and technical activities,-1
2005,Romania,Administrative and support service activities,-1
2005,Romania,Public administration and defence_ compulsory social security,-1
2005,Romania,Education,-1
2005,Romania,Human health and social work activities,-1
2005,Romania,Arts_ entertainment and recreation,-1
2005,Romania,Other service activities,-1
2005,Romania,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Romania,Activities of extraterritorial organisations and bodies,-1
2005,Slovenia,Total - All NACE activities,-1
2005,Slovenia,Agriculture_ forestry and fishing,-1
2005,Slovenia,Mining and quarrying,-1
2005,Slovenia,Manufacturing,-1
2005,Slovenia,Electricity_ gas_ steam and air conditioning supply,-1
2005,Slovenia,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Slovenia,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Slovenia,Transportation and storage,-1
2005,Slovenia,Accommodation and food service activities,-1
2005,Slovenia,Information and communication,-1
2005,Slovenia,Financial and insurance activities,-1
2005,Slovenia,Real estate activities,-1
2005,Slovenia,Professional_ scientific and technical activities,-1
2005,Slovenia,Administrative and support service activities,-1
2005,Slovenia,Public administration and defence_ compulsory social security,-1
2005,Slovenia,Education,-1
2005,Slovenia,Human health and social work activities,-1
2005,Slovenia,Arts_ entertainment and recreation,-1
2005,Slovenia,Other service activities,-1
2005,Slovenia,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Slovenia,Activities of extraterritorial organisations and bodies,-1
2005,Slovakia,Total - All NACE activities,-1
2005,Slovakia,Agriculture_ forestry and fishing,-1
2005,Slovakia,Mining and quarrying,-1
2005,Slovakia,Manufacturing,-1
2005,Slovakia,Electricity_ gas_ steam and air conditioning supply,-1
2005,Slovakia,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Slovakia,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Slovakia,Transportation and storage,-1
2005,Slovakia,Accommodation and food service activities,-1
2005,Slovakia,Information and communication,-1
2005,Slovakia,Financial and insurance activities,-1
2005,Slovakia,Real estate activities,-1
2005,Slovakia,Professional_ scientific and technical activities,-1
2005,Slovakia,Administrative and support service activities,-1
2005,Slovakia,Public administration and defence_ compulsory social security,-1
2005,Slovakia,Education,-1
2005,Slovakia,Human health and social work activities,-1
2005,Slovakia,Arts_ entertainment and recreation,-1
2005,Slovakia,Other service activities,-1
2005,Slovakia,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Slovakia,Activities of extraterritorial organisations and bodies,-1
2005,Finland,Total - All NACE activities,-1
2005,Finland,Agriculture_ forestry and fishing,-1
2005,Finland,Mining and quarrying,-1
2005,Finland,Manufacturing,-1
2005,Finland,Electricity_ gas_ steam and air conditioning supply,-1
2005,Finland,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Finland,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Finland,Transportation and storage,-1
2005,Finland,Accommodation and food service activities,-1
2005,Finland,Information and communication,-1
2005,Finland,Financial and insurance activities,-1
2005,Finland,Real estate activities,-1
2005,Finland,Professional_ scientific and technical activities,-1
2005,Finland,Administrative and support service activities,-1
2005,Finland,Public administration and defence_ compulsory social security,-1
2005,Finland,Education,-1
2005,Finland,Human health and social work activities,-1
2005,Finland,Arts_ entertainment and recreation,-1
2005,Finland,Other service activities,-1
2005,Finland,Activities of households as employers_ undifferentiated goods- and services-producing activities of households for own use,-1
2005,Finland,Activities of extraterritorial organisations and bodies,-1
2005,Sweden,Total - All NACE activities,-1
2005,Sweden,Agriculture_ forestry and fishing,-1
2005,Sweden,Mining and quarrying,-1
2005,Sweden,Manufacturing,-1
2005,Sweden,Electricity_ gas_ steam and air conditioning supply,-1
2005,Sweden,Water supply_ sewerage_ waste management and remediation activities,-1
2005,Sweden,Wholesale and retail trade_ repair of motor vehicles and motorcycles,-1
2005,Sweden,Transportation and storage,-1
2005,Sweden,Accommodation and food service activities,-1
2005,Sweden,Information and communication,-1
